,OXM_Open,OXM_High,OXM_Low,OXM_Close,OXM_Adj Close,OXM_Volume,OXM_Dividend Amount,OXM_Split Coefficient
2023-06-02,98.08,100.179,97.3,99.79,96.5174258267247,371026,0.0,1.0
2023-06-01,99.82,99.82,96.23,96.27,93.1128628553842,260600,0.0,1.0
2023-05-31,101.0,101.0,98.1,99.94,96.6625066351625,231186,0.0,1.0
2023-05-30,106.28,106.28,101.3,101.31,97.9875780188945,183834,0.0,1.0
2023-05-26,101.83,106.49,101.83,106.0,102.52377129605,159213,0.0,1.0
2023-05-25,102.29,103.68,101.57,102.63,99.2642891331472,208280,0.0,1.0
2023-05-24,105.61,105.64,101.59,102.59,99.2256009175638,138423,0.0,1.0
2023-05-23,103.91,105.73,103.0,105.21,101.759679038277,179764,0.0,1.0
2023-05-22,103.53,105.2,103.1717,104.56,101.130995535047,116410,0.0,1.0
2023-05-19,109.31,109.49,102.29,103.37,99.9800211214404,232226,0.0,1.0
2023-05-18,108.48,110.225,108.48,109.29,105.705877027786,188268,0.0,1.0
2023-05-17,107.44,109.59,106.46,109.0,105.425387464806,212338,0.0,1.0
2023-05-16,108.31,108.87,106.85,106.87,103.365239984989,177590,0.0,1.0
2023-05-15,107.99,110.49,107.53,109.06,105.483419788181,122311,0.0,1.0
2023-05-12,107.6,109.07,106.78,107.59,104.061627865491,130574,0.0,1.0
2023-05-11,105.95,108.0,105.78,107.27,103.752122140823,112275,0.0,1.0
2023-05-10,107.61,107.91,104.21,106.01,102.533443349946,209010,0.0,1.0
2023-05-09,104.9,107.67,104.75,105.62,102.156233248007,115307,0.0,1.0
2023-05-08,105.62,106.61,104.35,105.54,102.078856816841,135126,0.0,1.0
2023-05-05,101.42,104.88,101.42,104.87,101.430829205818,116115,0.0,1.0
2023-05-04,103.3,103.3,98.725,99.95,96.6721786890584,153063,0.0,1.0
2023-05-03,103.44,106.24,103.44,104.51,101.082635265568,173990,0.0,1.0
2023-05-02,104.28,105.0,101.91,103.59,100.192806307149,244196,0.0,1.0
2023-05-01,103.57,105.885,103.57,105.29,101.837055469444,113518,0.0,1.0
2023-04-28,100.66,103.31,100.66,103.19,99.805924151315,101797,0.0,1.0
2023-04-27,101.18,101.21,98.65,101.01,97.6974164020189,94256,0.0,1.0
2023-04-26,100.42,102.37,100.23,100.89,97.5813517552686,176307,0.0,1.0
2023-04-25,105.15,106.79,100.7,100.99,97.6780722942271,195919,0.0,1.0
2023-04-24,105.96,107.85,105.65,106.31,102.823604966821,200575,0.0,1.0
2023-04-21,105.6,106.15,104.74,106.0,102.52377129605,126088,0.0,1.0
2023-04-20,104.98,106.57,104.74,105.5,102.040168601257,115734,0.0,1.0
2023-04-19,106.0,106.82,104.21,105.59,102.12721708632,152614,0.0,1.0
2023-04-18,104.17,106.64,103.07,106.32,102.833277020717,183207,0.0,1.0
2023-04-17,101.5,103.79,101.15,103.61,100.212150414941,145170,0.0,1.0
2023-04-14,101.06,102.6,100.47,101.36,98.0359382883737,79463,0.0,1.0
2023-04-13,100.31,100.56,98.7,100.4,97.1074211143718,106752,0.65,1.0
2023-04-12,103.02,103.02,99.831,100.33,96.4155127204841,135029,0.0,1.0
2023-04-11,100.88,102.89,100.88,102.04,98.0587951559673,102875,0.0,1.0
2023-04-10,98.74,101.31,98.21,100.7,96.7710767562319,143467,0.0,1.0
2023-04-06,100.81,101.49,99.06,99.15,95.2815517416127,124840,0.0,1.0
2023-04-05,103.89,104.72,101.0,101.25,97.2996178904517,178542,0.0,1.0
2023-04-04,107.13,107.51,103.66,104.87,100.778379537498,144434,0.0,1.0
2023-04-03,105.28,106.5,103.32,106.44,102.287124229725,183633,0.0,1.0
2023-03-31,103.42,106.34,103.42,105.59,101.470287931386,244048,0.0,1.0
2023-03-30,104.16,104.59,102.59,102.77,98.760313388659,130200,0.0,1.0
2023-03-29,105.0,105.29,101.93,103.27,99.2408053288587,147748,0.0,1.0
2023-03-28,102.16,105.04,101.725,104.36,100.288277758494,158713,0.0,1.0
2023-03-27,102.31,103.8841,100.67,101.83,97.8569885410834,334097,0.0,1.0
2023-03-24,110.3,112.0,97.35,101.72,97.7512803142395,787344,0.0,1.0
2023-03-23,117.85,119.5999,113.76,116.47,111.925792550132,268530,0.0,1.0
2023-03-22,116.76,119.535,116.56,117.39,112.8098977201,195515,0.0,1.0
2023-03-21,118.0,120.075,117.06,117.11,112.540822233588,125783,0.0,1.0
2023-03-20,116.4,119.215,115.395,115.6,111.089736574185,193114,0.0,1.0
2023-03-17,116.9,117.59,113.94,115.22,110.724562699633,394240,0.0,1.0
2023-03-16,111.5,117.86,111.5,117.42,112.838727236512,157375,0.0,1.0
2023-03-15,110.47,113.82,108.61,113.65,109.215818007406,267485,0.0,1.0
2023-03-14,111.81,115.0899,110.54,114.08,109.629041075978,218354,0.0,1.0
2023-03-13,108.36,110.35,106.0,109.21,104.949049578432,217891,0.0,1.0
2023-03-10,112.69,113.03,108.61,110.97,106.640381207935,178051,0.0,1.0
2023-03-09,115.29,115.59,112.55,113.22,108.802594938834,127094,0.0,1.0
2023-03-08,115.66,116.51,113.92,115.24,110.743782377241,81636,0.0,1.0
2023-03-07,115.85,117.21,115.12,115.22,110.724562699633,87588,0.0,1.0
2023-03-06,120.4,120.4,115.16,115.73,111.214664478637,218216,0.0,1.0
2023-03-03,117.26,121.115,115.55,120.47,115.769728071731,128906,0.0,1.0
2023-03-02,115.74,118.47,115.73,116.62,112.069940132192,130474,0.0,1.0
2023-03-01,117.17,118.9899,114.975,116.67,112.117989326212,131388,0.0,1.0
2023-02-28,116.16,119.275,116.16,117.61,113.021314173788,139267,0.0,1.0
2023-02-27,116.96,117.76,115.13,116.14,111.608667869601,97396,0.0,1.0
2023-02-24,114.45,115.74,113.035,115.7,111.185834962225,74124,0.0,1.0
2023-02-23,117.26,118.39,115.2,116.35,111.810474484484,82971,0.0,1.0
2023-02-22,113.78,116.61,113.43,116.51,111.964231905348,117536,0.0,1.0
2023-02-21,116.51,118.0299,113.55,114.0,109.552162365546,179840,0.0,1.0
2023-02-17,116.83,118.69,116.05,118.52,113.895809504951,87665,0.0,1.0
2023-02-16,116.04,118.08,115.67,116.92,112.358235296312,102090,0.0,1.0
2023-02-15,115.57,117.82,115.5,117.6,113.011704334984,62790,0.0,1.0
2023-02-14,116.46,117.5,115.115,116.62,112.069940132192,77601,0.0,1.0
2023-02-13,113.91,117.77,112.66,117.55,112.963655140964,92758,0.0,1.0
2023-02-10,111.66,114.615,110.25,114.06,109.60982139837,126088,0.0,1.0
2023-02-09,112.01,113.68,111.475,112.52,108.129906222554,164681,0.0,1.0
2023-02-08,114.73,115.31,109.56,110.24,105.938862975243,211780,0.0,1.0
2023-02-07,117.66,117.66,114.02,116.06,111.531789159169,102087,0.0,1.0
2023-02-06,118.57,119.13,116.01,118.19,113.57868482442,124530,0.0,1.0
2023-02-03,120.27,123.37,119.04,119.04,114.395521122759,156538,0.0,1.0
2023-02-02,119.33,122.11,118.68,121.75,116.999787438642,146058,0.0,1.0
2023-02-01,116.68,119.57,115.135,118.11,113.501806113988,124753,0.0,1.0
2023-01-31,115.95,118.87,115.95,117.22,112.646530460432,183832,0.0,1.0
2023-01-30,116.74,117.61,115.38,115.68,111.166615284617,106279,0.0,1.0
2023-01-27,114.29,117.26,114.05,117.23,112.656140299236,120318,0.0,1.0
2023-01-26,114.92,115.9,112.81,114.41,109.946165756509,92155,0.0,1.0
2023-01-25,113.0,114.62,112.45,114.3,109.840457529665,108395,0.0,1.0
2023-01-24,110.58,113.26,110.58,113.09,108.677667034382,91583,0.0,1.0
2023-01-23,109.0,111.67,107.915,111.05,106.717259918367,116423,0.0,1.0
2023-01-20,106.0,109.4,104.91,109.38,105.1124168381,123372,0.0,1.0
2023-01-19,105.53,105.89,104.095,105.57,101.451068253778,121652,0.0,1.0
2023-01-18,106.06,107.61,105.83,105.83,101.700924062681,95063,0.0,1.0
2023-01-17,106.79,106.98,105.315,106.1,101.960389710389,132856,0.0,1.0
2023-01-13,104.67,107.71,104.67,107.16,102.979032623613,108023,0.0,1.0
2023-01-12,106.27,106.27,104.055,105.22,101.114723895638,110558,0.55,1.0
2023-01-11,106.21,107.0,105.34,105.92,101.258121915722,138072,0.0,1.0
2023-01-10,101.56,106.45,101.51,106.24,101.564037691903,227443,0.0,1.0
2023-01-09,99.74,103.28,98.3,102.53,98.0173266618109,293483,0.0,1.0
2023-01-06,95.59,99.09,94.55,98.62,94.2794182716063,172226,0.0,1.0
2023-01-05,93.57,95.14,92.74,94.36,90.2069145012043,121999,0.0,1.0
2023-01-04,93.54,95.5,92.43,94.15,90.0061572730859,179368,0.0,1.0
2023-01-03,94.25,94.425,91.82,92.12,88.0655040679413,251066,0.0,1.0
2022-12-30,94.97,95.4327,92.645,93.18,89.078850076539,149383,0.0,1.0
2022-12-29,94.18,96.01,94.16,95.53,91.325419057864,119070,0.0,1.0
2022-12-28,96.47,96.63,92.995,93.34,89.2318079646292,105559,0.0,1.0
2022-12-27,96.65,97.325,95.3,96.47,92.224046650394,78194,0.0,1.0
2022-12-23,96.17,96.31,94.52,96.07,91.8416519301685,64159,0.0,1.0
2022-12-22,95.37,95.99,93.3701,95.92,91.6982539100839,101252,0.0,1.0
2022-12-21,95.34,97.76,94.215,96.81,92.5490821625857,137292,0.0,1.0
2022-12-20,96.01,96.425,93.59,93.6,89.4803645327758,171750,0.0,1.0
2022-12-19,98.55,98.55,95.84,96.24,92.0041696862644,191459,0.0,1.0
2022-12-16,97.95,99.65,97.79,98.36,94.0308617034597,426302,0.0,1.0
2022-12-15,101.0,101.225,98.76,99.71,95.3214438842209,152850,0.0,1.0
2022-12-14,103.62,104.69,100.41,102.52,98.0077667938053,137326,0.0,1.0
2022-12-13,105.93,107.425,102.66,103.46,98.9063943863353,229458,0.0,1.0
2022-12-12,100.33,103.835,99.8,103.35,98.8012358382733,244389,0.0,1.0
2022-12-09,100.42,103.08,100.09,100.8,96.3634694968355,284332,0.0,1.0
2022-12-08,114.96,115.99,100.99,101.82,97.3385760334106,514025,0.0,1.0
2022-12-07,108.25,110.55,106.27,108.19,103.428211953002,301222,0.0,1.0
2022-12-06,109.89,110.18,107.99,108.53,103.753247465194,243985,0.0,1.0
2022-12-05,113.84,114.105,109.41,109.89,105.053389513961,155068,0.0,1.0
2022-12-02,111.95,116.4325,111.42,115.6,110.51207414518,163335,0.0,1.0
2022-12-01,112.36,113.99,111.74,113.51,108.514061732002,127267,0.0,1.0
2022-11-30,110.64,113.12,108.975,112.86,107.892670311635,145171,0.0,1.0
2022-11-29,111.36,112.29,110.805,111.0,106.114534862587,92268,0.0,1.0
2022-11-28,112.49,114.31,111.24,111.54,106.630767734891,172272,0.0,1.0
2022-11-25,114.1,114.975,112.82,112.99,108.016948595709,43121,0.0,1.0
2022-11-23,113.66,116.385,112.96,114.64,109.594326816639,129999,0.0,1.0
2022-11-22,109.97,114.98,108.9,114.51,109.470048532566,173738,0.0,1.0
2022-11-21,108.95,110.9,106.49,108.52,103.743687597188,107095,0.0,1.0
2022-11-18,110.25,110.92,108.39,108.99,104.193001393453,91412,0.0,1.0
2022-11-17,106.96,108.49,106.11,108.34,103.571609973087,108894,0.0,1.0
2022-11-16,110.06,110.795,107.33,107.72,102.978898156737,175257,0.0,1.0
2022-11-15,109.0,113.53,106.8,112.84,107.873550575624,181438,0.0,1.0
2022-11-14,104.62,108.52,104.62,106.89,102.185429112269,221217,0.0,1.0
2022-11-11,103.5,106.67,103.5,106.05,101.382400199796,131935,0.0,1.0
2022-11-10,96.78,103.8899,96.78,103.29,98.7438766302395,213762,0.0,1.0
2022-11-09,96.49,98.5,92.8,93.21,89.1075296805559,214344,0.0,1.0
2022-11-08,99.8,99.8,96.2801,97.53,93.2373926589917,213942,0.0,1.0
2022-11-07,103.07,103.4,98.02,98.62,94.2794182716063,208903,0.0,1.0
2022-11-04,101.81,102.58,99.26,101.76,97.2812168253768,151279,0.0,1.0
2022-11-03,98.8,101.04,97.05,99.44,95.0633274480687,229705,0.0,1.0
2022-11-02,101.6,104.02,98.85,99.15,94.7860912759052,242480,0.0,1.0
2022-11-01,103.26,103.6,101.75,102.65,98.1320450778786,184248,0.0,1.0
2022-10-31,100.15,102.3,98.67,101.73,97.2525372213599,157076,0.0,1.0
2022-10-28,96.65,100.54,95.18,100.45,96.0288741166381,173267,0.0,1.0
2022-10-27,97.77,99.5149,95.63,96.19,91.9563703462362,165834,0.0,1.0
2022-10-26,96.3,99.21,95.65,97.17,92.8932374107887,122614,0.0,1.0
2022-10-25,94.2,97.25,94.2,96.72,92.463043350535,147428,0.0,1.0
2022-10-24,93.57,95.53,92.84,94.69,90.5223901453904,164394,0.0,1.0
2022-10-21,91.12,94.14,90.85,93.48,89.3656461167081,155000,0.0,1.0
2022-10-20,92.81,94.77,90.01,90.48,86.4976857150166,174377,0.0,1.0
2022-10-19,93.6,94.45,91.92,93.08,88.9832513964826,194384,0.0,1.0
2022-10-18,94.56,96.12,93.52,94.2,90.0539566131141,164706,0.0,1.0
2022-10-17,90.55,93.405,90.43,92.99,88.8972125844319,191728,0.0,1.0
2022-10-14,91.86,92.39,88.32,88.43,84.5379127738607,183513,0.0,1.0
2022-10-13,87.95,91.945,86.81,91.26,87.2433554194564,221007,0.55,1.0
2022-10-12,90.87,91.38,89.75,90.22,85.7324422823588,159937,0.0,1.0
2022-10-11,88.82,92.87,87.96,90.91,86.3881215682691,254419,0.0,1.0
2022-10-10,89.98,91.02,87.94,89.14,84.706161660934,142341,0.0,1.0
2022-10-07,90.31,90.92,88.325,89.51,85.0577577997554,211717,0.0,1.0
2022-10-06,90.76,92.68,90.51,91.56,87.0057904607933,177485,0.0,1.0
2022-10-05,88.52,91.5,87.49,91.14,86.6066813302392,260194,0.0,1.0
2022-10-04,88.93,91.23,88.93,90.31,85.8179656674775,288846,0.0,1.0
2022-10-03,90.25,90.3,85.59,86.99,82.6631030164308,410945,0.0,1.0
2022-09-30,88.84,91.05,85.75,89.78,85.3143279551116,335904,0.0,1.0
2022-09-29,92.57,92.57,88.97,89.82,85.3523383484977,223677,0.0,1.0
2022-09-28,91.34,94.17,90.81,93.58,88.9253153267916,344916,0.0,1.0
2022-09-27,90.02,92.08,89.03,90.94,86.4166293633087,276843,0.0,1.0
2022-09-26,87.75,91.14,87.65,89.05,84.6206382758152,416396,0.0,1.0
2022-09-23,89.74,90.7,87.115,87.84,83.4708238758856,365140,0.0,1.0
2022-09-22,93.07,94.6,90.69,91.7,87.1388268376446,415124,0.0,1.0
2022-09-21,97.4,98.61,92.16,92.19,87.6044541566244,461810,0.0,1.0
2022-09-20,91.79,96.86,91.08,95.32,90.5787674390871,671466,0.0,1.0
2022-09-19,86.43,90.34,86.43,90.02,85.5423903154282,262309,0.0,1.0
2022-09-16,87.35,88.2,84.995,86.7,82.3875276643816,595923,0.0,1.0
2022-09-15,86.24,89.07,86.23,88.78,84.364068120459,376641,0.0,1.0
2022-09-14,86.58,86.9024,85.0,86.25,81.9599107387879,343346,0.0,1.0
2022-09-13,89.56,90.1,86.33,86.64,82.3305120743024,375574,0.0,1.0
2022-09-12,93.05,93.78,91.06,92.33,87.7374905334758,358342,0.0,1.0
2022-09-09,90.6,93.43,90.6,92.11,87.5284333698522,211281,0.0,1.0
2022-09-08,89.06,91.26,88.43,90.58,86.0745358228337,208485,0.0,1.0
2022-09-07,90.54,91.92,89.45,90.14,85.6564214955866,336105,0.0,1.0
2022-09-06,93.5,94.6799,90.26,90.69,86.1790644046455,423528,0.0,1.0
2022-09-02,97.27,99.22,92.55,92.89,88.2696360408813,867288,0.0,1.0
2022-09-01,105.15,105.41,100.8,102.43,97.3351148634672,518450,0.0,1.0
2022-08-31,109.87,109.87,106.13,106.73,101.421232152473,401463,0.0,1.0
2022-08-30,113.51,114.68,109.67,110.38,104.889680548955,254294,0.0,1.0
2022-08-29,112.0,114.43,111.46,113.93,108.263102961972,133787,0.0,1.0
2022-08-26,115.16,115.69,113.1,113.43,107.787973044646,164462,0.0,1.0
2022-08-25,114.5,117.625,114.055,115.23,109.498440747021,191288,0.0,1.0
2022-08-24,117.18,117.18,114.22,114.52,108.823756264417,208000,0.0,1.0
2022-08-23,117.96,119.5,117.295,117.42,111.57950978491,194159,0.0,1.0
2022-08-22,116.07,116.21,113.97,115.74,109.983073262693,211390,0.0,1.0
2022-08-19,117.63,118.535,114.9,117.97,112.102152693969,248198,0.0,1.0
2022-08-18,115.94,117.91,115.08,117.54,111.693540965068,243642,0.0,1.0
2022-08-17,114.91,117.33,113.89,116.38,110.591239556871,301779,0.0,1.0
2022-08-16,108.22,116.695,107.83,115.72,109.964068066,274145,0.0,1.0
2022-08-15,105.03,108.48,104.265,108.37,102.979658281304,167557,0.0,1.0
2022-08-12,104.95,106.73,104.28,106.44,101.145656800424,118710,0.0,1.0
2022-08-11,104.6,106.865,103.965,104.63,99.4256864997029,191014,0.0,1.0
2022-08-10,100.55,104.08,100.55,103.71,98.5514474518225,205786,0.0,1.0
2022-08-09,100.08,100.08,98.03,98.8,93.8856716636782,180689,0.0,1.0
2022-08-08,99.4,101.79,99.4,100.53,95.5296211776272,153586,0.0,1.0
2022-08-05,97.51,99.65,96.95,99.0,94.0757236306087,90467,0.0,1.0
2022-08-04,97.09,98.92,96.37,98.73,93.8191534752525,85986,0.0,1.0
2022-08-03,95.15,97.425,94.575,96.62,91.8141052241355,91908,0.0,1.0
2022-08-02,97.02,97.63,94.5,94.53,89.8280621697115,87571,0.0,1.0
2022-08-01,94.6,97.72,93.71,96.94,92.1181883712243,211743,0.0,1.0
2022-07-29,95.14,95.96,93.81,95.4,90.6547882258593,94822,0.0,1.0
2022-07-28,93.79,95.65,92.4994,95.24,90.5027466523149,106247,0.0,1.0
2022-07-27,91.81,94.305,90.26,93.94,89.2674088672665,102737,0.0,1.0
2022-07-26,92.39,93.155,90.21,91.32,86.7777281004767,156917,0.0,1.0
2022-07-25,94.97,95.16,93.315,93.83,89.1628802854547,108376,0.0,1.0
2022-07-22,95.11,95.84,93.235,93.91,89.2389010722269,81488,0.0,1.0
2022-07-21,93.36,93.93,91.55,93.88,89.2103932771873,89027,0.0,1.0
2022-07-20,91.33,92.92,90.73,92.85,88.2316256474952,106600,0.0,1.0
2022-07-19,89.08,92.57,88.9,91.33,86.7872306988232,190702,0.0,1.0
2022-07-18,86.67,88.09,86.5,87.75,83.3853004907668,233089,0.0,1.0
2022-07-15,85.41,86.435,83.35,85.72,81.456273026422,120098,0.0,1.0
2022-07-14,83.61,84.44,82.465,83.39,79.2421676116814,125505,0.55,1.0
2022-07-13,85.52,87.13,84.69,85.63,80.8375841385309,116579,0.0,1.0
2022-07-12,86.27,88.15,85.98,86.54,81.6966545760652,142322,0.0,1.0
2022-07-11,87.43,88.18,86.1,86.26,81.43232521067,129551,0.0,1.0
2022-07-08,89.19,89.47,87.16,88.48,83.5280794648746,156834,0.0,1.0
2022-07-07,87.73,90.0,87.73,89.21,84.2172238817977,152965,0.0,1.0
2022-07-06,88.43,89.57,87.18,87.74,82.8294947134731,167752,0.0,1.0
2022-07-05,85.66,89.76,85.65,88.96,83.9812155198377,263761,0.0,1.0
2022-07-01,88.0,89.465,86.1956,87.46,82.5651653480779,256894,0.0,1.0
2022-06-30,89.82,90.26,88.13,88.74,83.773528161313,234007,0.0,1.0
2022-06-29,93.83,93.93,89.395,90.81,85.7276773983416,117662,0.0,1.0
2022-06-28,96.08,96.74,93.44,93.83,88.5786584108181,124398,0.0,1.0
2022-06-27,96.05,96.745,94.535,95.33,89.9947085825779,204271,0.0,1.0
2022-06-24,92.99,95.16,92.91,95.08,89.758700220618,449308,0.0,1.0
2022-06-23,90.93,92.615,89.91,92.36,87.1909292424934,128294,0.0,1.0
2022-06-22,89.78,91.54,89.185,90.06,85.0196523124616,130324,0.0,1.0
2022-06-21,90.25,91.39,87.93,90.86,85.7748790707336,202855,0.0,1.0
2022-06-17,84.74,88.86,84.42,88.51,83.5564004683098,426268,0.0,1.0
2022-06-16,89.52,89.52,82.14,83.7,79.0155995841999,303221,0.0,1.0
2022-06-15,90.39,92.2,89.945,91.21,86.1052907774775,297580,0.0,1.0
2022-06-14,88.77,89.91,88.245,88.95,83.9717751853593,348123,0.0,1.0
2022-06-13,91.37,92.34,88.33,88.77,83.8018491647482,345775,0.0,1.0
2022-06-10,95.44,96.91,93.55,93.91,88.6541810866453,248069,0.0,1.0
2022-06-09,96.48,99.2799,95.11,96.44,91.0425857096802,512674,0.0,1.0
2022-06-08,91.44,93.24,91.005,91.88,86.7377931875303,350061,0.0,1.0
2022-06-07,91.64,93.7,91.35,92.21,87.0493242253174,210051,0.0,1.0
2022-06-06,95.07,95.26,93.245,93.8,88.5503374073829,225470,0.0,1.0
2022-06-03,93.72,95.115,93.14,94.51,89.2206011553492,125079,0.0,1.0
2022-06-02,92.18,94.15,92.18,94.05,88.7863457693429,152440,0.0,1.0
2022-06-01,91.48,92.75,90.21,91.78,86.6433898427463,195887,0.0,1.0
2022-05-31,90.46,92.18,89.08,91.16,86.0580891050855,252920,0.0,1.0
2022-05-27,88.35,91.845,88.35,91.35,86.2374554601751,132607,0.0,1.0
2022-05-26,85.68,89.8,85.68,88.35,83.4053551166554,172858,0.0,1.0
2022-05-25,78.71,85.32,78.71,84.75,80.0068347044318,188016,0.0,1.0
2022-05-24,82.69,82.69,77.805,79.34,74.8996137516179,207488,0.0,1.0
2022-05-23,83.0,84.26,81.72,83.43,78.7607105532831,158393,0.0,1.0
2022-05-20,84.11,84.11,80.1501,82.59,77.9677224570976,178683,0.0,1.0
2022-05-19,82.99,85.0,81.65,83.27,78.6096652016287,200872,0.0,1.0
2022-05-18,85.1,85.87,82.245,83.67,78.9872785807647,231758,0.0,1.0
2022-05-17,86.06,88.02,84.74,87.22,82.3385973205963,139424,0.0,1.0
2022-05-16,83.21,85.395,82.22,85.01,80.2522834008701,137344,0.0,1.0
2022-05-13,83.85,85.5,83.52,83.96,79.2610482806382,134717,0.0,1.0
2022-05-12,80.0,83.62,80.0,82.96,78.3170148327983,168751,0.0,1.0
2022-05-11,82.0,84.29,80.32,80.45,75.9474908787202,216863,0.0,1.0
2022-05-10,83.62,84.56,80.83,81.8,77.221936033304,163842,0.0,1.0
2022-05-09,83.73,85.63,82.89,83.19,78.5341425258015,136449,0.0,1.0
2022-05-06,86.07,87.8,84.14,85.05,80.2900447387837,202398,0.0,1.0
2022-05-05,88.73,90.0276,85.44,86.86,81.9987452793739,167113,0.0,1.0
2022-05-04,89.58,90.58,86.48,90.13,85.0857346538104,169993,0.0,1.0
2022-05-03,89.96,90.94,88.18,89.13,84.1417012059705,254223,0.0,1.0
2022-05-02,89.51,91.44,88.42,90.03,84.9913313090264,191762,0.0,1.0
2022-04-29,93.04,93.98,89.24,89.6,84.5853969264553,183850,0.0,1.0
2022-04-28,93.42,94.5,91.17,93.92,88.6636214211237,110607,0.0,1.0
2022-04-27,92.23,93.39,90.73,92.67,87.4835796113238,234082,0.0,1.0
2022-04-26,94.44,95.0139,92.2,92.69,87.5024602802806,141461,0.0,1.0
2022-04-25,91.89,96.265,90.83,95.57,90.2212766100595,265930,0.0,1.0
2022-04-22,94.71,96.08,92.145,92.55,87.370295597583,233126,0.0,1.0
2022-04-21,97.6,98.185,95.08,95.78,90.4195236341059,207223,0.0,1.0
2022-04-20,97.01,98.17,95.77,96.73,91.3163554095538,155570,0.0,1.0
2022-04-19,94.48,96.53,94.48,95.66,90.3062396203651,198012,0.0,1.0
2022-04-18,92.3,94.85,91.85,94.09,88.8241071072565,268596,0.0,1.0
2022-04-14,92.86,94.31,92.39,92.5,87.323093925191,195988,0.0,1.0
2022-04-13,90.59,93.0,90.59,92.51,87.3325342596694,158324,0.55,1.0
2022-04-12,90.32,92.23,90.04,90.96,85.3617807463951,222571,0.0,1.0
2022-04-11,90.66,91.55,88.4,89.25,83.7570243141575,211126,0.0,1.0
2022-04-08,90.45,93.34,89.68,90.97,85.3711652869345,248719,0.0,1.0
2022-04-07,89.09,90.02,87.36,89.44,83.9353305844061,345220,0.0,1.0
2022-04-06,89.72,90.65,87.03,87.88,82.4713422602595,319791,0.0,1.0
2022-04-05,91.62,92.28,89.04,90.85,85.2585508004617,276907,0.0,1.0
2022-04-04,90.42,91.9,89.525,91.5,85.8685459355228,277826,0.0,1.0
2022-04-01,91.06,91.25,89.63,90.12,84.5734793410854,346898,0.0,1.0
2022-03-31,91.06,92.05,89.315,90.5,84.9300918815826,257212,0.0,1.0
2022-03-30,94.08,94.08,90.55,91.08,85.4743952328679,181830,0.0,1.0
2022-03-29,92.38,94.27,92.38,93.85,88.0739129622821,180324,0.0,1.0
2022-03-28,91.26,91.5011,89.52,91.09,85.4837797734073,209108,0.0,1.0
2022-03-25,92.7,93.1,90.06,91.93,86.2720811787171,230182,0.0,1.0
2022-03-24,88.5,93.4731,86.5,91.91,86.2533120976382,973051,0.0,1.0
2022-03-23,85.26,85.43,81.95,82.63,77.5444584770737,245285,0.0,1.0
2022-03-22,87.25,88.0,85.04,85.57,80.3035133956577,221966,0.0,1.0
2022-03-21,87.08,87.35,85.8704,86.64,81.3076592333737,247796,0.0,1.0
2022-03-18,85.89,87.02,84.25,86.91,81.5610418279375,333778,0.0,1.0
2022-03-17,84.43,86.245,83.55,85.8,80.519357828064,252982,0.0,1.0
2022-03-16,84.36,87.64,83.48,84.12,78.9427550174446,285958,0.0,1.0
2022-03-15,84.09,86.06,82.18,83.2,78.0793772878196,135741,0.0,1.0
2022-03-14,83.77,85.16,83.015,83.28,78.1544536121348,154915,0.0,1.0
2022-03-11,84.16,84.37,83.03,83.3,78.1732226932136,128864,0.0,1.0
2022-03-10,84.1,85.61,83.29,83.68,78.5298352337109,119001,0.0,1.0
2022-03-09,86.19,87.29,85.55,85.86,80.5756650713004,76547,0.0,1.0
2022-03-08,83.18,86.04,83.0975,84.29,79.1022922066144,192387,0.0,1.0
2022-03-07,85.72,85.83,82.5,82.87,77.7696874500194,194514,0.0,1.0
2022-03-04,86.82,87.205,83.7,85.33,80.0782844227121,155864,0.0,1.0
2022-03-03,88.73,88.74,86.79,88.0,82.5839567467323,150322,0.0,1.0
2022-03-02,85.87,89.23,85.87,88.58,83.1282600980176,141555,0.0,1.0
2022-03-01,87.72,88.28,84.36,85.25,80.0032080983969,200131,0.0,1.0
2022-02-28,86.27,88.78,86.27,88.39,82.949953827769,127233,0.0,1.0
2022-02-25,85.43,87.73,84.7,87.26,81.8895007468166,133299,0.0,1.0
2022-02-24,82.21,86.586,81.56,85.25,80.0032080983969,239137,0.0,1.0
2022-02-23,84.72,85.0,83.4007,83.55,78.4078362066987,193925,0.0,1.0
2022-02-22,85.08,86.53,83.33,83.63,78.4829125310139,145541,0.0,1.0
2022-02-18,85.22,86.95,84.2804,85.34,80.0876689632515,104929,0.0,1.0
2022-02-17,86.15,87.27,85.18,85.44,80.1815143686455,159944,0.0,1.0
2022-02-16,86.95,87.6,84.6901,86.56,81.2325829090585,190443,0.0,1.0
2022-02-15,86.47,88.305,86.47,87.63,82.2367287467744,86160,0.0,1.0
2022-02-14,86.12,88.5,85.01,85.47,80.2096679902637,133442,0.0,1.0
