,HSKA_Open,HSKA_High,HSKA_Low,HSKA_Close,HSKA_Adj Close,HSKA_Volume,HSKA_Dividend Amount,HSKA_Split Coefficient
2021-12-31,184.15,185.815,180.08,182.49,182.49,129359,0.0,1.0
2021-12-30,176.55,189.37,176.405,185.3,185.3,123808,0.0,1.0
2021-12-29,176.75,178.7,173.42,175.72,175.72,55604,0.0,1.0
2021-12-28,178.36,178.695,175.17,176.75,176.75,56618,0.0,1.0
2021-12-27,170.71,179.05,167.24,177.71,177.71,85950,0.0,1.0
2021-12-23,173.09,174.38,169.73,170.79,170.79,35708,0.0,1.0
2021-12-22,171.12,174.81,169.2,171.86,171.86,34134,0.0,1.0
2021-12-21,169.18,171.745,167.91,171.3,171.3,43599,0.0,1.0
2021-12-20,164.51,171.455,163.3865,168.24,168.24,76569,0.0,1.0
2021-12-17,157.62,171.59,156.88,168.37,168.37,183624,0.0,1.0
2021-12-16,167.66,170.995,156.48,157.26,157.26,48811,0.0,1.0
2021-12-15,159.99,167.67,157.27,167.33,167.33,54078,0.0,1.0
2021-12-14,163.52,166.185,157.51,158.82,158.82,59250,0.0,1.0
2021-12-13,164.93,166.59,160.905,165.42,165.42,38736,0.0,1.0
2021-12-10,169.17,173.1,163.52,164.66,164.66,42859,0.0,1.0
2021-12-09,173.07,175.015,166.0,168.18,168.18,27156,0.0,1.0
2021-12-08,175.44,177.37,172.8975,174.52,174.52,40554,0.0,1.0
2021-12-07,164.52,178.88,164.52,175.71,175.71,100167,0.0,1.0
2021-12-06,160.38,164.25,158.44,163.3,163.3,45728,0.0,1.0
2021-12-03,159.85,162.47,155.555,159.06,159.06,68206,0.0,1.0
2021-12-02,156.0,161.1,154.38,160.29,160.29,52537,0.0,1.0
2021-12-01,163.75,163.83,155.7,156.0,156.0,44702,0.0,1.0
2021-11-30,164.41,168.87,159.47,160.96,160.96,60693,0.0,1.0
2021-11-29,173.88,173.88,164.81,165.45,165.45,51383,0.0,1.0
2021-11-26,171.8,172.96,168.92,170.95,170.95,61462,0.0,1.0
2021-11-24,176.7,178.07,171.57,175.21,175.21,44763,0.0,1.0
2021-11-23,173.99,177.5,170.83,175.88,175.88,79480,0.0,1.0
2021-11-22,176.5,177.912,174.22,174.7,174.7,51172,0.0,1.0
2021-11-19,178.45,181.067,175.69,176.25,176.25,42914,0.0,1.0
2021-11-18,178.79,180.09,175.76,178.85,178.85,56745,0.0,1.0
2021-11-17,179.66,181.915,178.03,180.98,180.98,64290,0.0,1.0
2021-11-16,177.21,181.32,175.14,181.1,181.1,88063,0.0,1.0
2021-11-15,182.15,182.15,173.19,174.97,174.97,61806,0.0,1.0
2021-11-12,179.77,183.46,177.38,182.38,182.38,32240,0.0,1.0
2021-11-11,183.66,186.5382,179.65,179.65,179.65,32484,0.0,1.0
2021-11-10,188.71,190.12,182.24,184.05,184.05,112512,0.0,1.0
2021-11-09,196.31,196.31,187.49,188.58,188.58,87962,0.0,1.0
2021-11-08,191.49,199.35,190.21,195.02,195.02,111341,0.0,1.0
2021-11-05,181.67,192.5394,181.67,192.15,192.15,200545,0.0,1.0
2021-11-04,194.4,194.59,182.14,182.94,182.94,227473,0.0,1.0
2021-11-03,212.79,215.155,202.43,205.07,205.07,172686,0.0,1.0
2021-11-02,225.58,225.58,214.01,214.46,214.46,42419,0.0,1.0
2021-11-01,222.26,230.09,222.18,224.12,224.12,48498,0.0,1.0
2021-10-29,226.96,226.96,220.665,223.53,223.53,60181,0.0,1.0
2021-10-28,226.94,228.54,224.24,226.66,226.66,85721,0.0,1.0
2021-10-27,227.62,228.4606,222.1375,225.06,225.06,83220,0.0,1.0
2021-10-26,222.78,233.48,219.855,228.8,228.8,77871,0.0,1.0
2021-10-25,213.61,226.55,203.76,221.1,221.1,195743,0.0,1.0
2021-10-22,235.9,236.46,225.3875,228.86,228.86,62898,0.0,1.0
2021-10-21,250.17,251.69,235.0,235.51,235.51,70593,0.0,1.0
2021-10-20,248.81,252.6999,247.6,248.44,248.44,42329,0.0,1.0
2021-10-19,253.95,254.955,249.4,249.9,249.9,44187,0.0,1.0
2021-10-18,247.99,252.49,245.18,251.98,251.98,67846,0.0,1.0
2021-10-15,253.77,253.93,248.77,250.32,250.32,58613,0.0,1.0
2021-10-14,255.99,257.97,244.03,250.66,250.66,61617,0.0,1.0
2021-10-13,258.4475,258.4475,248.35,252.77,252.77,48142,0.0,1.0
2021-10-12,253.6,260.2375,253.6,256.22,256.22,27942,0.0,1.0
2021-10-11,256.43,260.505,254.43,254.7,254.7,28880,0.0,1.0
2021-10-08,265.44,266.585,258.1,258.1,258.1,29120,0.0,1.0
2021-10-07,261.0,269.03,259.13,265.78,265.78,51121,0.0,1.0
2021-10-06,252.82,260.24,249.3,259.0,259.0,36335,0.0,1.0
2021-10-05,251.8,259.96,251.8,255.73,255.73,53867,0.0,1.0
2021-10-04,254.95,254.95,247.1,250.0,250.0,52890,0.0,1.0
2021-10-01,258.3,258.3,249.04,256.14,256.14,66422,0.0,1.0
2021-09-30,256.75,262.89,256.75,258.54,258.54,51014,0.0,1.0
2021-09-29,253.46,258.91,249.522,254.88,254.88,37412,0.0,1.0
2021-09-28,253.18,253.18,245.82,250.29,250.29,47773,0.0,1.0
2021-09-27,257.84,259.113,253.0,254.72,254.72,30558,0.0,1.0
2021-09-24,265.29,266.22,256.06,257.8,257.8,38330,0.0,1.0
2021-09-23,256.42,267.18,254.9872,266.83,266.83,37433,0.0,1.0
2021-09-22,253.54,257.5,251.145,253.79,253.79,33989,0.0,1.0
2021-09-21,250.88,254.09,250.42,252.03,252.03,25722,0.0,1.0
2021-09-20,254.44,257.84,245.54,248.67,248.67,40958,0.0,1.0
2021-09-17,256.81,262.38,251.875,260.86,260.86,180118,0.0,1.0
2021-09-16,255.49,256.63,250.06,254.35,254.35,39098,0.0,1.0
2021-09-15,253.63,258.84,252.3227,253.72,253.72,49433,0.0,1.0
2021-09-14,256.23,259.07,254.6,255.09,255.09,49064,0.0,1.0
2021-09-13,269.41,271.56,251.58,254.18,254.18,62467,0.0,1.0
2021-09-10,262.44,270.76,260.17,268.34,268.34,61194,0.0,1.0
2021-09-09,259.46,266.685,258.3401,261.01,261.01,67260,0.0,1.0
2021-09-08,262.72,264.4866,258.01,258.57,258.57,117531,0.0,1.0
2021-09-07,268.0,271.98,261.8,261.99,261.99,50562,0.0,1.0
2021-09-03,271.28,271.98,268.0,268.28,268.28,24951,0.0,1.0
2021-09-02,270.65,275.94,267.09,272.66,272.66,39865,0.0,1.0
2021-09-01,266.7,270.24,263.41,270.22,270.22,42035,0.0,1.0
2021-08-31,260.48,265.46,254.94,265.3,265.3,106808,0.0,1.0
2021-08-30,265.62,265.62,257.33,259.05,259.05,75341,0.0,1.0
2021-08-27,266.15,269.99,261.81,264.16,264.16,70049,0.0,1.0
2021-08-26,268.0,273.93,264.07,264.55,264.55,40133,0.0,1.0
2021-08-25,272.91,275.26,267.4701,269.19,269.19,19613,0.0,1.0
2021-08-24,270.67,274.86,269.93,274.2,274.2,21318,0.0,1.0
2021-08-23,268.06,272.86,266.465,270.58,270.58,21091,0.0,1.0
2021-08-20,263.82,267.6,261.73,266.97,266.97,25982,0.0,1.0
2021-08-19,268.09,272.6,263.78,265.49,265.49,36662,0.0,1.0
2021-08-18,267.76,273.37,265.04,270.3,270.3,43772,0.0,1.0
2021-08-17,264.22,270.07,261.765,268.39,268.39,39696,0.0,1.0
2021-08-16,262.35,268.82,260.0082,265.86,265.86,22683,0.0,1.0
2021-08-13,268.03,268.1,259.4601,261.96,261.96,21136,0.0,1.0
2021-08-12,259.61,268.8,257.012,266.72,266.72,40803,0.0,1.0
2021-08-11,263.36,263.36,255.39,259.38,259.38,48327,0.0,1.0
2021-08-10,262.8,263.97,260.03,261.8,261.8,56358,0.0,1.0
2021-08-09,259.59,264.78,257.895,261.4,261.4,33266,0.0,1.0
2021-08-06,263.56,263.56,258.89,261.7,261.7,30232,0.0,1.0
2021-08-05,258.38,263.49,253.02,262.02,262.02,22931,0.0,1.0
2021-08-04,256.22,263.62,253.0937,258.38,258.38,39356,0.0,1.0
2021-08-03,255.52,261.82,252.15,254.26,254.26,67084,0.0,1.0
2021-08-02,243.08,252.24,239.13,250.13,250.13,67731,0.0,1.0
2021-07-30,250.0,250.72,238.36,240.7,240.7,42802,0.0,1.0
2021-07-29,249.56,253.0,249.22,252.23,252.23,22564,0.0,1.0
2021-07-28,249.05,250.47,247.3,249.7,249.7,18904,0.0,1.0
2021-07-27,248.69,251.1999,245.34,249.0,249.0,25212,0.0,1.0
2021-07-26,253.32,253.32,247.1801,248.69,248.69,19065,0.0,1.0
2021-07-23,251.89,255.5878,250.4,252.17,252.17,26521,0.0,1.0
2021-07-22,254.71,254.71,248.16,251.78,251.78,24726,0.0,1.0
2021-07-21,254.46,255.75,248.35,252.72,252.72,36511,0.0,1.0
2021-07-20,243.48,255.65,242.055,251.21,251.21,60689,0.0,1.0
2021-07-19,233.32,246.52,233.32,241.64,241.64,49318,0.0,1.0
2021-07-16,233.89,240.39,231.21,238.79,238.79,49692,0.0,1.0
2021-07-15,227.99,231.54,226.8233,230.25,230.25,29538,0.0,1.0
2021-07-14,243.0,246.0,229.52,230.69,230.69,26345,0.0,1.0
2021-07-13,245.99,246.85,242.34,242.77,242.77,27865,0.0,1.0
2021-07-12,241.6,247.02,240.83,245.7,245.7,42510,0.0,1.0
2021-07-09,232.75,238.22,232.75,237.04,237.04,35125,0.0,1.0
2021-07-08,225.01,231.96,220.77,230.72,230.72,36638,0.0,1.0
2021-07-07,233.98,233.98,226.8272,228.69,228.69,30010,0.0,1.0
2021-07-06,231.05,235.78,226.19,234.9,234.9,49458,0.0,1.0
2021-07-02,236.73,236.73,229.13,230.36,230.36,82199,0.0,1.0
2021-07-01,231.69,238.69,229.49,236.0,236.0,106156,0.0,1.0
2021-06-30,224.62,230.685,219.36,229.73,229.73,137705,0.0,1.0
2021-06-29,220.79,225.6511,217.9768,224.61,224.61,63746,0.0,1.0
2021-06-28,224.61,225.57,216.92,219.69,219.69,93089,0.0,1.0
2021-06-25,229.81,235.322,221.95,224.44,224.44,555875,0.0,1.0
2021-06-24,226.29,229.83,222.9,229.25,229.25,63874,0.0,1.0
2021-06-23,227.86,230.91,223.66,224.51,224.51,63438,0.0,1.0
2021-06-22,230.64,233.19,224.16,226.2,226.2,88478,0.0,1.0
2021-06-21,230.0,233.5999,226.47,231.37,231.37,67981,0.0,1.0
2021-06-18,230.31,232.0,228.2,230.86,230.86,112743,0.0,1.0
2021-06-17,220.85,230.39,220.85,229.71,229.71,73663,0.0,1.0
2021-06-16,220.55,226.38,213.08,221.01,221.01,121052,0.0,1.0
2021-06-15,218.9,221.86,216.57,221.85,221.85,61074,0.0,1.0
2021-06-14,206.46,220.63,206.46,218.72,218.72,156803,0.0,1.0
2021-06-11,206.09,208.67,202.32,206.22,206.22,57379,0.0,1.0
2021-06-10,203.67,208.53,200.6231,206.05,206.05,35922,0.0,1.0
2021-06-09,200.2,207.3599,198.47,202.97,202.97,75494,0.0,1.0
2021-06-08,195.72,201.38,193.61,198.4,198.4,75976,0.0,1.0
2021-06-07,196.27,200.0,194.92,196.02,196.02,47376,0.0,1.0
2021-06-04,199.67,202.07,193.35,196.55,196.55,139122,0.0,1.0
2021-06-03,191.02,198.91,190.14,198.4,198.4,48129,0.0,1.0
2021-06-02,197.98,199.99,191.25,193.45,193.45,67181,0.0,1.0
2021-06-01,199.27,202.71,195.72,196.29,196.29,61215,0.0,1.0
2021-05-28,200.67,204.08,197.32,198.15,198.15,37593,0.0,1.0
2021-05-27,204.86,204.86,199.21,199.73,199.73,50248,0.0,1.0
2021-05-26,199.6,204.18,195.5,203.74,203.74,104063,0.0,1.0
2021-05-25,205.58,207.39,196.41,199.71,199.71,60820,0.0,1.0
2021-05-24,205.0,210.255,204.63,205.16,205.16,54293,0.0,1.0
2021-05-21,199.94,206.46,198.78,204.26,204.26,76280,0.0,1.0
2021-05-20,193.4,198.92,191.2,198.0,198.0,47563,0.0,1.0
2021-05-19,194.42,198.0,190.13,194.08,194.08,40588,0.0,1.0
2021-05-18,195.36,200.19,193.66,198.21,198.21,58325,0.0,1.0
2021-05-17,189.97,195.73,188.68,195.36,195.36,57542,0.0,1.0
2021-05-14,189.72,195.0,189.72,192.4,192.4,33629,0.0,1.0
2021-05-13,183.5,188.61,180.85,187.02,187.02,55485,0.0,1.0
2021-05-12,189.06,190.03,180.06,180.8,180.8,44055,0.0,1.0
2021-05-11,191.96,196.43,189.19,190.97,190.97,64071,0.0,1.0
2021-05-10,201.31,202.08,196.78,196.78,196.78,75537,0.0,1.0
2021-05-07,202.95,204.265,199.69,200.05,200.05,69337,0.0,1.0
2021-05-06,192.75,208.7,192.75,203.05,203.05,127733,0.0,1.0
2021-05-05,191.79,191.79,185.0,188.62,188.62,48980,0.0,1.0
2021-05-04,193.75,195.0,189.475,191.14,191.14,70034,0.0,1.0
2021-05-03,184.43,194.85,183.25,192.07,192.07,94018,0.0,1.0
2021-04-30,179.64,187.445,179.64,182.65,182.65,67514,0.0,1.0
2021-04-29,183.79,183.79,180.16,181.54,181.54,50608,0.0,1.0
2021-04-28,178.37,184.54,177.05,182.8,182.8,37454,0.0,1.0
2021-04-27,182.31,182.76,178.2,179.72,179.72,28339,0.0,1.0
2021-04-26,182.36,184.5,179.845,182.64,182.64,30594,0.0,1.0
2021-04-23,175.37,185.0,175.37,182.33,182.33,78889,0.0,1.0
2021-04-22,174.01,177.88,173.65,176.27,176.27,35140,0.0,1.0
2021-04-21,169.38,177.31,169.38,173.85,173.85,55613,0.0,1.0
2021-04-20,171.87,172.65,168.24,169.89,169.89,43184,0.0,1.0
2021-04-19,178.14,180.12,172.65,172.65,172.65,37246,0.0,1.0
2021-04-16,181.8,181.8,177.79,179.55,179.55,43669,0.0,1.0
2021-04-15,180.29,182.4,178.0,179.59,179.59,29012,0.0,1.0
2021-04-14,179.57,183.0,177.795,177.82,177.82,140741,0.0,1.0
2021-04-13,177.24,180.91,174.57,180.66,180.66,33504,0.0,1.0
2021-04-12,175.57,178.36,173.41,177.95,177.95,33214,0.0,1.0
2021-04-09,173.89,177.36,172.16,176.98,176.98,38027,0.0,1.0
2021-04-08,170.69,174.21,170.51,172.97,172.97,36874,0.0,1.0
2021-04-07,172.3,173.98,169.03,170.31,170.31,36794,0.0,1.0
2021-04-06,171.94,177.74,171.94,173.72,173.72,75813,0.0,1.0
2021-04-05,174.99,174.99,169.99,171.36,171.36,33789,0.0,1.0
2021-04-01,169.06,178.5,168.19,172.56,172.56,78902,0.0,1.0
2021-03-31,164.56,170.99,164.56,168.46,168.46,144580,0.0,1.0
2021-03-30,166.4,168.185,163.15,164.71,164.71,50796,0.0,1.0
2021-03-29,170.47,174.78,165.76,167.13,167.13,44614,0.0,1.0
2021-03-26,173.76,175.3725,166.66,171.3,171.3,115492,0.0,1.0
2021-03-25,166.24,176.025,161.92,172.91,172.91,125643,0.0,1.0
2021-03-24,173.4,173.4,167.33,168.26,168.26,84762,0.0,1.0
2021-03-23,176.46,178.755,171.8,172.41,172.41,78850,0.0,1.0
2021-03-22,178.37,180.995,174.46,177.9,177.9,56816,0.0,1.0
2021-03-19,179.01,180.345,174.935,177.65,177.65,136622,0.0,1.0
2021-03-18,186.97,189.23,175.54,178.69,178.69,51064,0.0,1.0
2021-03-17,180.3,188.92,179.365,188.27,188.27,61800,0.0,1.0
2021-03-16,183.88,186.01,179.0,182.5,182.5,46717,0.0,1.0
2021-03-15,185.81,185.965,180.51,184.49,184.49,36154,0.0,1.0
2021-03-12,190.26,190.97,184.09,186.98,186.98,34649,0.0,1.0
2021-03-11,186.22,190.87,180.83,190.0,190.0,61705,0.0,1.0
2021-03-10,180.48,183.1,172.2897,182.44,182.44,165975,0.0,1.0
2021-03-09,176.36,185.95,174.0,179.13,179.13,122309,0.0,1.0
2021-03-08,173.52,185.36,169.84,175.23,175.23,177736,0.0,1.0
2021-03-05,166.48,172.05,165.6,171.68,171.68,187309,0.0,1.0
2021-03-04,178.93,179.495,160.93,166.88,166.88,551655,0.0,1.0
2021-03-03,189.87,199.16,177.01,179.85,179.85,460132,0.0,1.0
2021-03-02,196.55,200.735,188.03,188.69,188.69,82594,0.0,1.0
2021-03-01,192.07,202.68,189.47,201.39,201.39,59728,0.0,1.0
2021-02-26,191.79,193.78,186.43,188.4,188.4,73817,0.0,1.0
2021-02-25,207.3,210.1799,188.0,190.51,190.51,156932,0.0,1.0
2021-02-24,202.0,217.17,197.27,207.3,207.3,85043,0.0,1.0
2021-02-23,191.25,197.175,180.03,196.53,196.53,92046,0.0,1.0
2021-02-22,190.07,191.95,183.06,188.55,188.55,58108,0.0,1.0
2021-02-19,186.72,193.9,186.72,190.71,190.71,70612,0.0,1.0
2021-02-18,198.9,198.9,187.05,187.56,187.56,41873,0.0,1.0
2021-02-17,197.81,201.23,195.705,198.84,198.84,20947,0.0,1.0
2021-02-16,196.11,199.77,196.11,197.45,197.45,40334,0.0,1.0
2021-02-12,197.7,201.38,196.11,196.7,196.7,61955,0.0,1.0
2021-02-11,196.5,198.3,192.95,196.06,196.06,56744,0.0,1.0
2021-02-10,200.72,201.86,192.7642,197.18,197.18,72595,0.0,1.0
2021-02-09,203.8,206.85,199.66,200.99,200.99,90867,0.0,1.0
2021-02-08,190.26,206.44,190.0,203.91,203.91,76282,0.0,1.0
2021-02-05,188.98,192.21,186.68,190.0,190.0,29329,0.0,1.0
2021-02-04,180.49,190.5,180.49,186.67,186.67,53465,0.0,1.0
2021-02-03,178.6,184.89,176.77,180.53,180.53,76611,0.0,1.0
2021-02-02,182.91,198.625,179.12,180.69,180.69,117373,0.0,1.0
2021-02-01,167.55,181.07,167.55,180.83,180.83,103323,0.0,1.0
2021-01-29,176.54,176.54,165.37,167.36,167.36,106676,0.0,1.0
2021-01-28,174.03,175.5,171.29,173.87,173.87,43721,0.0,1.0
2021-01-27,171.09,178.095,170.0,172.71,172.71,70577,0.0,1.0
2021-01-26,167.58,174.87,166.51,174.66,174.66,55227,0.0,1.0
2021-01-25,165.89,168.13,164.06,167.1,167.1,49090,0.0,1.0
2021-01-22,163.82,165.5,161.21,165.39,165.39,78738,0.0,1.0
2021-01-21,166.61,166.61,162.55,163.71,163.71,54381,0.0,1.0
2021-01-20,164.62,166.76,162.28,166.76,166.76,56662,0.0,1.0
2021-01-19,162.52,168.685,161.28,164.59,164.59,74475,0.0,1.0
2021-01-15,160.13,162.905,158.82,160.33,160.33,66215,0.0,1.0
2021-01-14,154.18,163.63,153.845,161.67,161.67,107432,0.0,1.0
2021-01-13,155.68,155.68,151.63,152.37,152.37,51988,0.0,1.0
2021-01-12,155.45,155.45,152.74,154.26,154.26,49020,0.0,1.0
2021-01-11,151.87,156.91,151.25,154.48,154.48,57902,0.0,1.0
2021-01-08,156.43,157.01,151.04,153.59,153.59,66396,0.0,1.0
2021-01-07,158.71,159.78,154.22,155.13,155.13,48623,0.0,1.0
2021-01-06,150.78,159.87,150.78,158.53,158.53,88258,0.0,1.0
2021-01-05,143.07,151.08,143.07,150.79,150.79,45337,0.0,1.0
2021-01-04,147.23,147.65,143.015,143.93,143.93,52948,0.0,1.0
2020-12-31,146.94,146.94,143.06,145.65,145.65,44587,0.0,1.0
2020-12-30,142.63,147.91,141.49,146.77,146.77,57704,0.0,1.0
2020-12-29,148.7,148.7,142.04,142.51,142.51,37821,0.0,1.0
2020-12-28,149.74,150.62,142.41,146.74,146.74,75777,0.0,1.0
2020-12-24,149.07,150.57,147.01,147.75,147.75,42750,0.0,1.0
2020-12-23,150.57,151.08,146.18,150.58,150.58,139008,0.0,1.0
2020-12-22,149.74,151.18,145.81,151.18,151.18,86834,0.0,1.0
2020-12-21,144.46,149.97,142.88,148.51,148.51,74428,0.0,1.0
2020-12-18,151.23,151.23,144.06,145.0,145.0,250670,0.0,1.0
2020-12-17,147.67,151.33,147.5,150.04,150.04,86499,0.0,1.0
2020-12-16,143.38,148.12,141.62,147.01,147.01,63495,0.0,1.0
2020-12-15,142.98,144.06,139.9505,142.9,142.9,73510,0.0,1.0
2020-12-14,141.9,142.57,138.2,140.84,140.84,80304,0.0,1.0
2020-12-11,137.75,142.87,137.75,141.75,141.75,86627,0.0,1.0
2020-12-10,139.87,144.0,138.465,139.5,139.5,65923,0.0,1.0
2020-12-09,140.0,147.36,138.185,140.22,140.22,64230,0.0,1.0
2020-12-08,130.12,139.85,129.0,139.28,139.28,85024,0.0,1.0
2020-12-07,127.29,131.8,127.19,130.5,130.5,60508,0.0,1.0
2020-12-04,125.2,128.49,121.5,127.63,127.63,155146,0.0,1.0
2020-12-03,124.73,124.73,122.52,123.83,123.83,44755,0.0,1.0
2020-12-02,124.21,124.21,121.88,122.74,122.74,26036,0.0,1.0
2020-12-01,125.99,128.9862,122.68,123.96,123.96,87695,0.0,1.0
2020-11-30,128.17,128.17,123.6,125.0,125.0,63266,0.0,1.0
2020-11-27,125.8,128.39,125.62,127.49,127.49,37401,0.0,1.0
2020-11-25,127.96,127.96,124.75,126.35,126.35,31078,0.0,1.0
2020-11-24,131.38,134.58,128.06,128.91,128.91,57366,0.0,1.0
2020-11-23,129.09,130.01,126.2,129.18,129.18,46581,0.0,1.0
2020-11-20,122.01,132.8788,122.01,126.95,126.95,50118,0.0,1.0
2020-11-19,127.6,128.4,123.0,123.4,123.4,92592,0.0,1.0
2020-11-18,128.83,130.98,126.9,127.18,127.18,115028,0.0,1.0
2020-11-17,126.17,129.0,126.02,128.37,128.37,39139,0.0,1.0
2020-11-16,127.86,128.5,126.14,126.74,126.74,42487,0.0,1.0
2020-11-13,126.0,126.6603,123.05,125.49,125.49,28312,0.0,1.0
2020-11-12,125.5,126.48,123.05,124.6,124.6,56196,0.0,1.0
2020-11-11,124.27,126.02,123.21,125.89,125.89,67356,0.0,1.0
2020-11-10,124.98,126.42,120.01,125.98,125.98,68389,0.0,1.0
2020-11-09,128.63,131.7,122.19,122.22,122.22,96737,0.0,1.0
2020-11-06,121.75,125.25,119.76,125.24,125.24,64577,0.0,1.0
2020-11-05,125.0,140.0,120.41,121.91,121.91,136408,0.0,1.0
2020-11-04,119.95,124.12,118.62,123.99,123.99,112673,0.0,1.0
2020-11-03,115.22,118.43,115.22,116.41,116.41,60191,0.0,1.0
2020-11-02,117.54,120.045,113.03,115.3,115.3,79518,0.0,1.0
2020-10-30,116.01,121.58,112.946,117.33,117.33,72273,0.0,1.0
2020-10-29,112.44,116.28,110.9,115.95,115.95,49868,0.0,1.0
2020-10-28,110.51,112.96,109.94,111.99,111.99,31771,0.0,1.0
2020-10-27,113.75,114.6,109.83,112.25,112.25,39382,0.0,1.0
2020-10-26,118.5,119.88,113.0119,114.63,114.63,66577,0.0,1.0
2020-10-23,121.11,122.195,119.2888,120.35,120.35,67835,0.0,1.0
2020-10-22,116.34,121.5,115.2,120.78,120.78,108604,0.0,1.0
2020-10-21,109.0,116.82,108.685,115.19,115.19,182351,0.0,1.0
2020-10-20,104.73,105.21,103.79,104.42,104.42,30906,0.0,1.0
2020-10-19,105.89,106.69,103.52,103.74,103.74,22256,0.0,1.0
2020-10-16,103.73,106.37,103.73,105.0,105.0,28279,0.0,1.0
2020-10-15,103.96,106.46,103.0,104.18,104.18,31616,0.0,1.0
2020-10-14,107.27,107.82,104.08,104.09,104.09,25632,0.0,1.0
2020-10-13,104.79,106.49,104.34,106.49,106.49,24069,0.0,1.0
2020-10-12,107.99,107.99,104.37,105.7,105.7,46808,0.0,1.0
2020-10-09,107.38,107.67,104.7,107.33,107.33,29599,0.0,1.0
2020-10-08,105.22,109.0,104.9,106.33,106.33,63496,0.0,1.0
2020-10-07,100.1,104.78,100.1,104.16,104.16,67644,0.0,1.0
2020-10-06,98.87,101.235,98.07,99.27,99.27,76064,0.0,1.0
2020-10-05,97.29,101.98,97.29,98.58,98.58,47458,0.0,1.0
2020-10-02,97.12,99.11,96.1,96.1,96.1,42010,0.0,1.0
2020-10-01,99.46,99.93,97.62,98.58,98.58,45867,0.0,1.0
2020-09-30,99.63,100.295,97.73,98.79,98.79,68508,0.0,1.0
2020-09-29,99.89,101.33,97.6825,98.99,98.99,60160,0.0,1.0
2020-09-28,99.67,101.66,99.37,100.44,100.44,74757,0.0,1.0
2020-09-25,96.64,99.83,96.27,98.62,98.62,69378,0.0,1.0
2020-09-24,97.8,99.78,96.44,97.17,97.17,52380,0.0,1.0
2020-09-23,97.99,100.31,97.115,97.49,97.49,48364,0.0,1.0
2020-09-22,97.65,97.9,95.46,97.73,97.73,35768,0.0,1.0
2020-09-21,97.02,97.37,93.9,97.0,97.0,33229,0.0,1.0
2020-09-18,97.79,100.015,97.0,98.82,98.82,122244,0.0,1.0
2020-09-17,97.37,99.99,96.08,96.71,96.71,33934,0.0,1.0
2020-09-16,97.82,100.0,97.58,98.09,98.09,36581,0.0,1.0
2020-09-15,100.0,100.0,97.04,97.3,97.3,28042,0.0,1.0
2020-09-14,96.54,100.15,93.26,100.01,100.01,49722,0.0,1.0
2020-09-11,97.85,97.85,93.41,94.99,94.99,37921,0.0,1.0
2020-09-10,99.35,100.65,97.23,97.23,97.23,28768,0.0,1.0
2020-09-09,96.55,100.645,96.55,99.42,99.42,48020,0.0,1.0
2020-09-08,96.55,100.39,95.23,96.3,96.3,83402,0.0,1.0
2020-09-04,99.91,99.91,94.63,97.69,97.69,44474,0.0,1.0
2020-09-03,99.94,99.94,97.34,98.34,98.34,38248,0.0,1.0
2020-09-02,100.35,101.271,98.69,99.81,99.81,67292,0.0,1.0
2020-09-01,103.85,104.25,100.31,100.45,100.45,97392,0.0,1.0
2020-08-31,103.75,105.11,103.13,103.6,103.6,59119,0.0,1.0
2020-08-28,103.64,104.29,102.05,103.34,103.34,25597,0.0,1.0
2020-08-27,101.03,104.52,101.03,103.34,103.34,29032,0.0,1.0
2020-08-26,102.43,102.565,100.0,100.36,100.36,33853,0.0,1.0
2020-08-25,104.61,104.72,102.75,102.97,102.97,31028,0.0,1.0
2020-08-24,104.94,104.94,102.76,103.59,103.59,22995,0.0,1.0
2020-08-21,104.79,105.5,101.0,103.75,103.75,112884,0.0,1.0
2020-08-20,105.02,106.83,104.96,104.96,104.96,28879,0.0,1.0
2020-08-19,106.46,107.99,104.442,106.24,106.24,49818,0.0,1.0
2020-08-18,106.94,106.94,104.375,105.79,105.79,31053,0.0,1.0
2020-08-17,105.88,108.0,105.67,106.99,106.99,34009,0.0,1.0
2020-08-14,106.1,106.89,105.09,105.76,105.76,28958,0.0,1.0
2020-08-13,102.14,107.5,102.14,106.1,106.1,72652,0.0,1.0
2020-08-12,102.99,103.46,101.54,102.14,102.14,51043,0.0,1.0
2020-08-11,102.42,106.58,101.02,102.52,102.52,78169,0.0,1.0
2020-08-10,104.46,106.0,100.57,102.46,102.46,77041,0.0,1.0
2020-08-07,103.73,107.115,103.73,105.0,105.0,36254,0.0,1.0
2020-08-06,108.0,108.0,99.93,103.52,103.52,47199,0.0,1.0
2020-08-05,103.15,109.0,101.0,107.61,107.61,158231,0.0,1.0
2020-08-04,98.75,101.35,87.62,99.99,99.99,135901,0.0,1.0
2020-08-03,97.0,102.0,95.33,101.22,101.22,96473,0.0,1.0
2020-07-31,97.1,98.62,93.04,96.22,96.22,62459,0.0,1.0
2020-07-30,94.25,98.2,94.25,97.34,97.34,52679,0.0,1.0
2020-07-29,96.47,98.8,94.83,95.52,95.52,25946,0.0,1.0
2020-07-28,96.25,98.48,95.76,96.0,96.0,28840,0.0,1.0
2020-07-27,98.08,98.08,94.24,96.8,96.8,36048,0.0,1.0
2020-07-24,99.48,101.22,97.55,97.63,97.63,33168,0.0,1.0
2020-07-23,98.73,100.3144,98.5,99.66,99.66,39713,0.0,1.0
