,JLL_Open,JLL_High,JLL_Low,JLL_Close,JLL_Adj Close,JLL_Volume,JLL_Dividend Amount,JLL_Split Coefficient
2023-04-26,128.27,129.65,126.085,127.27,127.27,413208,0.0,1.0
2023-04-25,127.68,128.21,124.735,128.13,128.13,386991,0.0,1.0
2023-04-24,131.92,132.09,128.7,129.49,129.49,511447,0.0,1.0
2023-04-21,135.82,136.18,132.28,132.78,132.78,215576,0.0,1.0
2023-04-20,135.82,136.99,133.7,135.16,135.16,358027,0.0,1.0
2023-04-19,135.86,138.38,135.38,137.38,137.38,190871,0.0,1.0
2023-04-18,139.37,140.1,135.77,137.05,137.05,246392,0.0,1.0
2023-04-17,133.55,138.76,133.145,138.72,138.72,301549,0.0,1.0
2023-04-14,136.11,137.29,132.48,134.03,134.03,284744,0.0,1.0
2023-04-13,135.39,136.26,134.05,135.52,135.52,235933,0.0,1.0
2023-04-12,139.44,139.44,134.72,134.9,134.9,175734,0.0,1.0
2023-04-11,136.55,138.74,135.77,137.09,137.09,295331,0.0,1.0
2023-04-10,135.78,136.79,134.0,135.9,135.9,289037,0.0,1.0
2023-04-06,138.31,139.06,137.06,138.14,138.14,251434,0.0,1.0
2023-04-05,139.69,140.0,136.91,138.22,138.22,442273,0.0,1.0
2023-04-04,146.04,146.04,140.4,140.7,140.7,330244,0.0,1.0
2023-04-03,145.07,146.2,143.675,145.33,145.33,427745,0.0,1.0
2023-03-31,142.43,145.83,142.13,145.49,145.49,276535,0.0,1.0
2023-03-30,142.94,143.78,140.43,141.22,141.22,232920,0.0,1.0
2023-03-29,140.69,141.23,139.11,140.68,140.68,225699,0.0,1.0
2023-03-28,138.42,139.8014,137.03,138.28,138.28,222591,0.0,1.0
2023-03-27,139.1,140.81,137.5,139.7,139.7,385722,0.0,1.0
2023-03-24,135.5,137.46,132.91,137.45,137.45,547304,0.0,1.0
2023-03-23,142.04,145.11,136.63,137.2,137.2,329754,0.0,1.0
2023-03-22,148.37,148.62,141.13,141.13,141.13,254356,0.0,1.0
2023-03-21,149.3,150.7,147.83,149.3,149.3,363498,0.0,1.0
2023-03-20,147.12,149.7,145.74,146.73,146.73,399641,0.0,1.0
2023-03-17,147.96,148.77,146.07,146.31,146.31,554040,0.0,1.0
2023-03-16,146.8,149.57,145.05,148.86,148.86,721749,0.0,1.0
2023-03-15,144.65,147.0,144.65,146.1,146.1,380631,0.0,1.0
2023-03-14,154.75,155.28,147.39,150.03,150.03,364995,0.0,1.0
2023-03-13,151.72,155.01,148.625,149.86,149.86,365014,0.0,1.0
2023-03-10,162.69,162.69,153.07,154.09,154.09,452104,0.0,1.0
2023-03-09,167.78,168.49,163.08,163.12,163.12,189552,0.0,1.0
2023-03-08,166.5,168.73,165.38,168.38,168.38,137516,0.0,1.0
2023-03-07,169.41,170.92,165.595,166.58,166.58,199398,0.0,1.0
2023-03-06,174.08,175.435,170.07,170.07,170.07,413620,0.0,1.0
2023-03-03,173.31,174.68,172.21,173.85,173.85,208828,0.0,1.0
2023-03-02,172.98,172.98,168.9,171.8,171.8,438831,0.0,1.0
2023-03-01,172.82,177.42,172.3,175.4,175.4,412948,0.0,1.0
2023-02-28,166.74,175.88,162.15,174.46,174.46,639065,0.0,1.0
2023-02-27,171.9,171.9,168.01,168.32,168.32,304919,0.0,1.0
2023-02-24,168.32,169.59,166.44,169.16,169.16,284016,0.0,1.0
2023-02-23,170.24,173.24,167.92,171.67,171.67,180068,0.0,1.0
2023-02-22,170.43,171.74,168.84,170.61,170.61,182997,0.0,1.0
2023-02-21,172.9,174.43,169.38,170.55,170.55,162875,0.0,1.0
2023-02-17,175.25,176.39,172.05,175.81,175.81,214428,0.0,1.0
2023-02-16,177.17,179.8099,175.425,175.77,175.77,227938,0.0,1.0
2023-02-15,178.35,181.82,178.35,181.56,181.56,199929,0.0,1.0
2023-02-14,179.1,182.625,178.17,181.03,181.03,198017,0.0,1.0
2023-02-13,177.79,180.34,177.3215,180.3,180.3,185756,0.0,1.0
2023-02-10,175.8,178.03,173.72,177.9,177.9,204060,0.0,1.0
2023-02-09,173.12,177.08,172.645,176.87,176.87,276452,0.0,1.0
2023-02-08,176.7,176.7,170.64,171.27,171.27,249614,0.0,1.0
2023-02-07,174.85,177.86,173.76,177.51,177.51,295665,0.0,1.0
2023-02-06,178.06,178.89,174.94,176.38,176.38,196280,0.0,1.0
2023-02-03,181.51,183.95,180.31,181.87,181.87,166104,0.0,1.0
2023-02-02,181.62,188.61,181.62,185.01,185.01,401004,0.0,1.0
2023-02-01,182.34,183.79,174.48,179.48,179.48,484810,0.0,1.0
2023-01-31,180.2,184.87,180.09,184.87,184.87,415700,0.0,1.0
2023-01-30,178.48,182.24,177.85,179.84,179.84,163046,0.0,1.0
2023-01-27,179.92,182.47,178.81,181.3,181.3,190105,0.0,1.0
2023-01-26,178.79,182.08,177.295,181.94,181.94,203026,0.0,1.0
2023-01-25,174.7,177.73,173.21,177.67,177.67,176728,0.0,1.0
2023-01-24,179.12,180.425,176.24,176.81,176.81,233011,0.0,1.0
2023-01-23,176.59,181.06,176.02,180.07,180.07,244025,0.0,1.0
2023-01-20,175.43,177.03,173.74,176.67,176.67,213610,0.0,1.0
2023-01-19,173.63,175.88,173.04,175.0,175.0,179523,0.0,1.0
2023-01-18,177.39,178.43,175.0,175.8,175.8,253071,0.0,1.0
2023-01-17,176.23,179.34,175.845,176.39,176.39,220883,0.0,1.0
2023-01-13,172.09,177.73,171.9,177.16,177.16,149589,0.0,1.0
2023-01-12,174.08,175.845,172.14,174.49,174.49,192953,0.0,1.0
2023-01-11,170.36,173.43,170.36,173.43,173.43,166948,0.0,1.0
2023-01-10,167.15,169.82,166.73,168.87,168.87,118100,0.0,1.0
2023-01-09,168.72,171.2,167.61,168.43,168.43,106663,0.0,1.0
2023-01-06,163.82,168.91,162.3,168.32,168.32,190283,0.0,1.0
2023-01-05,163.28,163.28,160.0743,162.55,162.55,169580,0.0,1.0
2023-01-04,164.84,166.69,163.05,165.21,165.21,152445,0.0,1.0
2023-01-03,162.06,165.27,160.7201,162.5,162.5,200675,0.0,1.0
2022-12-30,159.17,160.28,157.48,159.37,159.37,130621,0.0,1.0
2022-12-29,155.36,161.505,155.295,161.17,161.17,156646,0.0,1.0
2022-12-28,157.39,158.85,154.25,154.69,154.69,142946,0.0,1.0
2022-12-27,158.11,159.09,156.64,157.93,157.93,92880,0.0,1.0
2022-12-23,156.76,159.0,155.58,158.52,158.52,135927,0.0,1.0
2022-12-22,157.47,157.79,154.15,156.84,156.84,172717,0.0,1.0
2022-12-21,157.72,160.8,157.215,158.69,158.69,208493,0.0,1.0
2022-12-20,154.29,158.25,153.68,156.17,156.17,227581,0.0,1.0
2022-12-19,158.14,159.23,153.86,155.07,155.07,208813,0.0,1.0
2022-12-16,159.05,159.475,157.06,158.39,158.39,702625,0.0,1.0
2022-12-15,163.67,164.36,161.74,162.18,162.18,229362,0.0,1.0
2022-12-14,169.01,170.94,165.95,167.13,167.13,244923,0.0,1.0
2022-12-13,169.48,170.92,166.97,170.57,170.57,333678,0.0,1.0
2022-12-12,161.89,163.39,159.92,162.93,162.93,270341,0.0,1.0
2022-12-09,161.35,163.415,160.81,161.01,161.01,193418,0.0,1.0
2022-12-08,162.12,164.69,161.22,161.76,161.76,200124,0.0,1.0
2022-12-07,160.38,162.65,159.69,161.26,161.26,165867,0.0,1.0
2022-12-06,162.62,163.09,159.82,161.78,161.78,294764,0.0,1.0
2022-12-05,165.3,165.3,161.19,161.92,161.92,190715,0.0,1.0
2022-12-02,165.08,167.62,165.08,166.79,166.79,159742,0.0,1.0
2022-12-01,168.18,170.84,166.325,167.94,167.94,206202,0.0,1.0
2022-11-30,161.61,168.34,159.175,168.17,168.17,454012,0.0,1.0
2022-11-29,158.69,162.56,158.69,162.14,162.14,227496,0.0,1.0
2022-11-28,162.08,162.61,159.12,159.36,159.36,266525,0.0,1.0
2022-11-25,161.52,164.68,161.39,164.05,164.05,75664,0.0,1.0
2022-11-23,161.7,163.43,160.0111,162.52,162.52,274691,0.0,1.0
2022-11-22,158.21,161.96,155.53,161.82,161.82,321475,0.0,1.0
2022-11-21,154.74,159.2139,154.74,157.5,157.5,342812,0.0,1.0
2022-11-18,158.24,159.23,153.67,155.92,155.92,255277,0.0,1.0
2022-11-17,157.16,158.68,153.97,155.53,155.53,281207,0.0,1.0
2022-11-16,158.55,166.2,158.55,161.02,161.02,589375,0.0,1.0
2022-11-15,163.18,164.58,160.38,160.69,160.69,470808,0.0,1.0
2022-11-14,163.04,163.82,159.69,159.86,159.86,346423,0.0,1.0
2022-11-11,163.29,169.04,162.81,165.28,165.28,378726,0.0,1.0
2022-11-10,153.95,165.55,153.81,161.59,161.59,632047,0.0,1.0
2022-11-09,147.1,147.72,143.715,145.98,145.98,356520,0.0,1.0
2022-11-08,146.46,149.41,144.89,148.31,148.31,296468,0.0,1.0
2022-11-07,143.68,147.24,143.365,146.88,146.88,339695,0.0,1.0
2022-11-04,141.19,144.39,139.46,141.76,141.76,676470,0.0,1.0
2022-11-03,139.44,140.05,135.35,138.33,138.33,845516,0.0,1.0
2022-11-02,149.79,150.45,141.09,141.66,141.66,1455201,0.0,1.0
2022-11-01,161.19,164.13,159.37,161.9,161.9,388282,0.0,1.0
2022-10-31,161.35,162.605,158.59,159.09,159.09,510883,0.0,1.0
2022-10-28,162.92,164.88,161.19,162.42,162.42,354707,0.0,1.0
2022-10-27,166.71,167.215,160.45,163.38,163.38,453741,0.0,1.0
2022-10-26,164.0,167.55,161.91,165.79,165.79,227036,0.0,1.0
2022-10-25,158.81,165.155,158.81,163.51,163.51,277504,0.0,1.0
2022-10-24,160.28,161.12,158.57,159.21,159.21,323166,0.0,1.0
2022-10-21,154.46,159.25,153.79,159.0,159.0,236194,0.0,1.0
2022-10-20,155.71,158.6875,153.95,155.03,155.03,268180,0.0,1.0
2022-10-19,160.43,160.43,155.56,156.3,156.3,442008,0.0,1.0
2022-10-18,165.36,166.96,161.87,164.11,164.11,282210,0.0,1.0
2022-10-17,160.68,164.51,160.44,161.9,161.9,328186,0.0,1.0
2022-10-14,163.94,164.88,156.34,156.63,156.63,261861,0.0,1.0
2022-10-13,156.68,162.29,155.09,161.15,161.15,269064,0.0,1.0
2022-10-12,161.53,162.34,158.82,160.33,160.33,299290,0.0,1.0
2022-10-11,160.69,162.48,157.69,161.26,161.26,347401,0.0,1.0
2022-10-10,158.33,161.325,157.33,160.74,160.74,279733,0.0,1.0
2022-10-07,161.56,161.64,155.99,157.17,157.17,361833,0.0,1.0
2022-10-06,165.78,166.605,163.09,163.83,163.83,333754,0.0,1.0
2022-10-05,165.97,167.65,164.49,165.71,165.71,453396,0.0,1.0
2022-10-04,160.9,168.1,160.9,167.99,167.99,407811,0.0,1.0
2022-10-03,153.51,159.1,151.3,157.96,157.96,402799,0.0,1.0
2022-09-30,149.45,153.17,148.89,151.07,151.07,454168,0.0,1.0
2022-09-29,152.44,153.125,147.23,148.64,148.64,290281,0.0,1.0
2022-09-28,152.99,155.905,150.75,154.88,154.88,305198,0.0,1.0
2022-09-27,153.26,155.37,151.35,151.51,151.51,622677,0.0,1.0
2022-09-26,151.72,154.52,150.56,151.59,151.59,509124,0.0,1.0
2022-09-23,153.71,154.95,151.09,153.34,153.34,548730,0.0,1.0
2022-09-22,156.73,156.92,154.63,155.92,155.92,271533,0.0,1.0
2022-09-21,161.59,162.4,157.12,157.14,157.14,301467,0.0,1.0
2022-09-20,161.35,161.35,158.42,160.15,160.15,382656,0.0,1.0
2022-09-19,160.97,164.69,160.97,164.28,164.28,290973,0.0,1.0
2022-09-16,164.43,164.43,160.61,162.73,162.73,931310,0.0,1.0
2022-09-15,165.9,169.96,165.08,165.54,165.54,227274,0.0,1.0
2022-09-14,166.96,167.12,163.37,166.81,166.81,334391,0.0,1.0
2022-09-13,172.96,172.96,167.945,168.25,168.25,297860,0.0,1.0
2022-09-12,176.43,180.2,176.43,178.35,178.35,285739,0.0,1.0
2022-09-09,174.82,176.94,174.08,175.79,175.79,232237,0.0,1.0
2022-09-08,169.3,174.1,168.1,173.98,173.98,219891,0.0,1.0
2022-09-07,166.57,172.515,166.09,171.6,171.6,292677,0.0,1.0
2022-09-06,170.09,171.08,165.19,166.14,166.14,311542,0.0,1.0
2022-09-02,174.0,177.44,169.34,169.45,169.45,343700,0.0,1.0
2022-09-01,171.79,173.23,165.68,171.66,171.66,322250,0.0,1.0
2022-08-31,173.33,176.06,171.49,173.0,173.0,440753,0.0,1.0
2022-08-30,174.81,174.81,172.25,173.39,173.39,301636,0.0,1.0
2022-08-29,173.51,177.5,173.45,173.64,173.64,246521,0.0,1.0
2022-08-26,180.95,180.95,175.24,176.0,176.0,264703,0.0,1.0
2022-08-25,178.7,181.055,178.14,180.9,180.9,164817,0.0,1.0
2022-08-24,175.68,177.645,175.2,176.73,176.73,271081,0.0,1.0
2022-08-23,175.59,178.515,174.68,175.68,175.68,172674,0.0,1.0
2022-08-22,180.0,180.7,173.87,174.64,174.64,256211,0.0,1.0
2022-08-19,184.44,185.745,180.87,182.89,182.89,192864,0.0,1.0
2022-08-18,186.75,189.28,186.75,186.95,186.95,207992,0.0,1.0
2022-08-17,183.51,187.82,182.83,187.66,187.66,272068,0.0,1.0
2022-08-16,185.95,187.79,184.735,186.48,186.48,281227,0.0,1.0
2022-08-15,184.65,187.63,184.1,186.7,186.7,191517,0.0,1.0
2022-08-12,184.6,186.37,182.484,186.23,186.23,186771,0.0,1.0
2022-08-11,182.21,183.935,180.825,182.43,182.43,204016,0.0,1.0
2022-08-10,180.11,182.83,178.98,180.2,180.2,327654,0.0,1.0
2022-08-09,176.52,177.64,173.885,176.73,176.73,299714,0.0,1.0
2022-08-08,176.86,178.38,174.65,177.35,177.35,228295,0.0,1.0
2022-08-05,173.5,176.36,173.285,174.8,174.8,232757,0.0,1.0
2022-08-04,180.33,180.638,172.63,174.82,174.82,352873,0.0,1.0
2022-08-03,187.37,189.55,180.72,180.96,180.96,331318,0.0,1.0
2022-08-02,187.17,187.24,183.95,184.2,184.2,343867,0.0,1.0
2022-08-01,188.38,189.63,186.17,189.04,189.04,172174,0.0,1.0
2022-07-29,189.84,191.79,188.6035,190.67,190.67,198036,0.0,1.0
2022-07-28,185.43,189.53,184.53,189.15,189.15,267017,0.0,1.0
2022-07-27,184.35,186.2,181.43,185.44,185.44,367038,0.0,1.0
2022-07-26,186.02,186.02,182.3,183.15,183.15,206974,0.0,1.0
2022-07-25,184.71,187.51,183.74,185.75,185.75,259897,0.0,1.0
2022-07-22,185.4,186.255,182.76,184.07,184.07,254535,0.0,1.0
2022-07-21,182.24,184.76,180.59,184.38,184.38,313385,0.0,1.0
2022-07-20,181.1,184.13,180.2,183.59,183.59,221426,0.0,1.0
2022-07-19,178.41,182.0,177.02,180.88,180.88,290166,0.0,1.0
2022-07-18,176.25,178.23,174.79,175.34,175.34,469670,0.0,1.0
2022-07-15,172.96,176.26,171.74,175.0,175.0,288480,0.0,1.0
2022-07-14,168.06,170.08,166.88,169.65,169.65,256846,0.0,1.0
2022-07-13,171.88,173.47,170.38,172.16,172.16,327652,0.0,1.0
2022-07-12,172.21,177.48,172.21,174.89,174.89,281613,0.0,1.0
2022-07-11,172.48,175.292,172.31,173.45,173.45,240807,0.0,1.0
2022-07-08,173.69,175.36,170.51,174.44,174.44,271962,0.0,1.0
2022-07-07,174.5,176.86,172.94,175.04,175.04,270186,0.0,1.0
2022-07-06,179.91,182.14,172.71,173.04,173.04,401118,0.0,1.0
2022-07-05,176.83,181.62,175.91,180.63,180.63,393082,0.0,1.0
2022-07-01,173.93,181.7,173.93,181.17,181.17,305767,0.0,1.0
2022-06-30,172.13,178.87,171.365,174.86,174.86,675012,0.0,1.0
2022-06-29,176.68,177.565,174.42,176.63,176.63,295287,0.0,1.0
2022-06-28,178.89,180.87,176.4,176.86,176.86,327532,0.0,1.0
2022-06-27,176.36,179.115,173.815,176.68,176.68,299118,0.0,1.0
2022-06-24,172.6,175.56,171.97,175.46,175.46,432961,0.0,1.0
2022-06-23,171.15,173.56,170.92,171.45,171.45,483854,0.0,1.0
2022-06-22,167.02,173.11,167.02,170.44,170.44,456961,0.0,1.0
2022-06-21,170.49,172.58,167.24,169.52,169.52,643332,0.0,1.0
2022-06-17,160.42,168.525,156.09,167.02,167.02,1310050,0.0,1.0
2022-06-16,160.19,161.34,154.63,155.76,155.76,495501,0.0,1.0
2022-06-15,167.51,169.74,164.42,166.08,166.08,735453,0.0,1.0
2022-06-14,163.68,165.815,161.79,165.3,165.3,450845,0.0,1.0
2022-06-13,167.07,168.24,161.02,162.45,162.45,555090,0.0,1.0
2022-06-10,174.7,177.155,171.245,172.38,172.38,334366,0.0,1.0
2022-06-09,182.83,183.925,177.87,177.96,177.96,286480,0.0,1.0
2022-06-08,187.65,189.39,184.77,185.07,185.07,320335,0.0,1.0
2022-06-07,187.0,192.0125,187.0,190.28,190.28,325385,0.0,1.0
2022-06-06,190.46,191.31,187.9,189.1,189.1,392198,0.0,1.0
2022-06-03,192.3,192.3,187.08,188.81,188.81,308651,0.0,1.0
2022-06-02,187.95,195.96,186.46,195.15,195.15,487828,0.0,1.0
2022-06-01,198.4,199.01,186.96,187.63,187.63,533418,0.0,1.0
2022-05-31,199.02,200.82,196.29,197.32,197.32,516740,0.0,1.0
2022-05-27,198.02,202.38,197.66,201.78,201.78,321813,0.0,1.0
2022-05-26,190.66,196.13,189.76,195.33,195.33,276423,0.0,1.0
2022-05-25,186.23,190.34,186.17,188.59,188.59,350391,0.0,1.0
2022-05-24,187.39,187.63,180.3,186.92,186.92,303093,0.0,1.0
2022-05-23,189.38,191.46,183.68,189.71,189.71,331418,0.0,1.0
2022-05-20,191.28,191.4,182.71,186.59,186.59,265188,0.0,1.0
2022-05-19,186.07,191.64,186.07,188.78,188.78,311923,0.0,1.0
2022-05-18,196.24,197.74,186.91,187.65,187.65,300743,0.0,1.0
2022-05-17,199.32,199.32,193.93,198.83,198.83,276286,0.0,1.0
2022-05-16,193.18,194.47,189.855,192.28,192.28,237968,0.0,1.0
2022-05-13,192.09,195.5,190.19,194.07,194.07,256668,0.0,1.0
2022-05-12,189.22,192.5,186.08,189.25,189.25,331588,0.0,1.0
2022-05-11,194.75,198.53,190.15,190.62,190.62,469948,0.0,1.0
2022-05-10,199.17,200.0,187.41,193.74,193.74,550347,0.0,1.0
2022-05-09,209.99,210.645,192.735,195.59,195.59,550025,0.0,1.0
2022-05-06,208.15,208.935,199.44,201.89,201.89,626230,0.0,1.0
2022-05-05,218.76,221.395,207.815,209.68,209.68,361023,0.0,1.0
2022-05-04,219.51,222.0,212.085,221.25,221.25,399342,0.0,1.0
2022-05-03,215.84,221.08,214.1539,218.85,218.85,332320,0.0,1.0
2022-05-02,219.3,223.08,212.09,215.89,215.89,362425,0.0,1.0
2022-04-29,223.97,227.08,218.32,218.73,218.73,357524,0.0,1.0
2022-04-28,221.82,226.48,217.82,225.25,225.25,282012,0.0,1.0
2022-04-27,217.91,222.3,216.69,219.04,219.04,243367,0.0,1.0
2022-04-26,221.43,224.07,217.805,218.05,218.05,303723,0.0,1.0
2022-04-25,221.31,224.85,218.01,224.13,224.13,341626,0.0,1.0
2022-04-22,228.1,228.32,223.88,224.21,224.21,203667,0.0,1.0
2022-04-21,235.16,238.44,227.87,229.05,229.05,192293,0.0,1.0
2022-04-20,232.11,235.5,232.03,232.38,232.38,203285,0.0,1.0
2022-04-19,225.34,232.345,225.34,230.77,230.77,216503,0.0,1.0
2022-04-18,224.13,227.26,223.76,225.5,225.5,233257,0.0,1.0
2022-04-14,225.16,228.89,224.105,224.9,224.9,224831,0.0,1.0
2022-04-13,221.99,227.52,221.99,225.99,225.99,242105,0.0,1.0
2022-04-12,226.44,229.675,222.13,222.43,222.43,256881,0.0,1.0
2022-04-11,218.62,226.81,218.03,224.48,224.48,301810,0.0,1.0
2022-04-08,221.7,222.8,217.73,220.16,220.16,272284,0.0,1.0
2022-04-07,227.05,227.5,217.37,220.84,220.84,324024,0.0,1.0
2022-04-06,226.89,231.99,224.86,228.38,228.38,488302,0.0,1.0
2022-04-05,234.23,237.49,229.2,229.47,229.47,365305,0.0,1.0
2022-04-04,235.72,238.9,233.79,238.48,238.48,292813,0.0,1.0
2022-04-01,240.67,242.49,234.58,236.61,236.61,352950,0.0,1.0
2022-03-31,242.26,245.035,239.4,239.46,239.46,277238,0.0,1.0
2022-03-30,244.1,246.4079,240.98,243.22,243.22,233247,0.0,1.0
2022-03-29,241.67,249.4,240.62,246.06,246.06,623764,0.0,1.0
2022-03-28,236.06,239.09,235.5,237.27,237.27,319293,0.0,1.0
2022-03-25,232.97,235.15,231.18,235.13,235.13,229967,0.0,1.0
2022-03-24,227.87,231.6,225.54,231.34,231.34,162184,0.0,1.0
2022-03-23,230.58,233.0,226.8,227.41,227.41,230119,0.0,1.0
2022-03-22,231.59,235.29,230.49,234.14,234.14,222805,0.0,1.0
2022-03-21,234.24,235.76,228.34,229.36,229.36,241976,0.0,1.0
2022-03-18,234.71,238.26,232.465,233.89,233.89,381217,0.0,1.0
2022-03-17,233.39,237.18,233.245,236.36,236.36,295068,0.0,1.0
2022-03-16,228.21,238.34,225.0,237.49,237.49,474907,0.0,1.0
2022-03-15,225.73,227.59,221.14,223.68,223.68,298927,0.0,1.0
2022-03-14,225.64,232.82,222.14,223.24,223.24,403347,0.0,1.0
2022-03-11,222.66,226.5899,220.86,223.6,223.6,290822,0.0,1.0
2022-03-10,216.28,222.66,215.95,218.84,218.84,351351,0.0,1.0
2022-03-09,219.55,223.97,217.43,221.55,221.55,245495,0.0,1.0
2022-03-08,215.56,217.59,209.5,212.53,212.53,363217,0.0,1.0
2022-03-07,222.52,223.245,212.97,213.63,213.63,457738,0.0,1.0
2022-03-04,235.52,237.46,220.28,223.35,223.35,344276,0.0,1.0
2022-03-03,249.28,250.79,235.61,239.55,239.55,443665,0.0,1.0
2022-03-02,247.93,250.87,246.25,247.0,247.0,396205,0.0,1.0
2022-03-01,246.94,250.61,243.1,245.76,245.76,507963,0.0,1.0
2022-02-28,237.94,249.45,237.94,246.22,246.22,570860,0.0,1.0
2022-02-25,234.73,244.59,234.73,243.91,243.91,422666,0.0,1.0
2022-02-24,227.01,236.6,224.169,234.51,234.51,401984,0.0,1.0
2022-02-23,247.01,249.08,234.28,234.77,234.77,228066,0.0,1.0
2022-02-22,240.51,247.84,238.58,245.13,245.13,240624,0.0,1.0
2022-02-18,244.35,249.555,242.22,242.66,242.66,256049,0.0,1.0
2022-02-17,248.53,249.7,244.66,245.1,245.1,226434,0.0,1.0
2022-02-16,249.04,254.05,248.54,252.5,252.5,545390,0.0,1.0
2022-02-15,246.58,253.11,246.58,250.2,250.2,241721,0.0,1.0
2022-02-14,251.6,254.015,242.75,244.66,244.66,232924,0.0,1.0
2022-02-11,259.33,260.86,250.405,252.18,252.18,287393,0.0,1.0
2022-02-10,257.0,264.4,255.66,257.35,257.35,255949,0.0,1.0
2022-02-09,256.4,262.94,256.0,262.22,262.22,207179,0.0,1.0
2022-02-08,250.43,254.9037,250.13,253.13,253.13,373538,0.0,1.0
2022-02-07,250.19,253.92,248.2,250.85,250.85,274336,0.0,1.0
2022-02-04,253.68,255.395,247.29,250.56,250.56,159300,0.0,1.0
2022-02-03,252.37,257.405,252.35,254.0,254.0,181602,0.0,1.0
2022-02-02,253.08,257.83,252.24,254.91,254.91,253680,0.0,1.0
2022-02-01,251.92,253.685,248.745,252.33,252.33,216321,0.0,1.0
2022-01-31,242.2,251.48,241.96,250.79,250.79,313720,0.0,1.0
2022-01-28,237.59,242.99,233.53,242.87,242.87,203822,0.0,1.0
2022-01-27,243.85,247.45,236.325,237.48,237.48,221835,0.0,1.0
2022-01-26,245.99,250.85,239.49,240.96,240.96,241707,0.0,1.0
2022-01-25,243.94,246.805,237.52,241.0,241.0,402282,0.0,1.0
2022-01-24,239.46,250.47,235.275,249.35,249.35,335943,0.0,1.0
2022-01-21,243.57,251.62,243.1682,245.77,245.77,306245,0.0,1.0
2022-01-20,244.52,255.23,243.37,244.51,244.51,282640,0.0,1.0
2022-01-19,250.77,252.54,243.07,243.28,243.28,198281,0.0,1.0
2022-01-18,252.74,254.37,247.25,249.84,249.84,264919,0.0,1.0
2022-01-14,257.63,258.49,250.5,254.68,254.68,199824,0.0,1.0
2022-01-13,262.18,266.29,259.63,260.92,260.92,145004,0.0,1.0
2022-01-12,263.15,266.1308,259.14,262.45,262.45,216404,0.0,1.0
2022-01-11,252.9,260.26,248.32,259.99,259.99,213947,0.0,1.0
2022-01-10,255.75,258.44,247.863,252.9,252.9,407670,0.0,1.0
2022-01-07,257.75,261.25,255.97,257.63,257.63,274374,0.0,1.0
2022-01-06,263.68,264.84,258.28,259.0,259.0,264316,0.0,1.0
2022-01-05,275.37,275.37,261.52,262.05,262.05,247206,0.0,1.0
2022-01-04,269.87,275.765,266.97,274.36,274.36,216654,0.0,1.0
2022-01-03,271.81,272.86,264.96,267.83,267.83,234794,0.0,1.0
2021-12-31,271.3,273.0175,268.82,269.34,269.34,256709,0.0,1.0
2021-12-30,271.85,275.575,271.59,271.83,271.83,165441,0.0,1.0
2021-12-29,269.01,273.65,267.61,272.88,272.88,204622,0.0,1.0
2021-12-28,266.67,270.825,266.65,268.8,268.8,142529,0.0,1.0
2021-12-27,265.41,267.75,264.3,267.53,267.53,221833,0.0,1.0
2021-12-23,259.49,266.175,259.48,264.87,264.87,211594,0.0,1.0
2021-12-22,251.96,260.935,251.79,260.07,260.07,331807,0.0,1.0
2021-12-21,243.33,254.42,242.41,253.8,253.8,416649,0.0,1.0
2021-12-20,243.75,245.0,235.84,239.31,239.31,599852,0.0,1.0
2021-12-17,253.79,254.3292,247.1,249.04,249.04,819436,0.0,1.0
2021-12-16,257.9,263.14,253.075,254.57,254.57,298997,0.0,1.0
2021-12-15,253.42,257.44,250.92,256.74,256.74,405228,0.0,1.0
2021-12-14,256.21,261.89,253.68,254.67,254.67,393258,0.0,1.0
2021-12-13,257.73,260.09,251.0,257.49,257.49,325172,0.0,1.0
2021-12-10,261.93,263.38,257.21,260.02,260.02,188094,0.0,1.0
2021-12-09,256.55,262.86,256.55,259.14,259.14,222173,0.0,1.0
2021-12-08,258.13,263.91,256.27,260.39,260.39,271819,0.0,1.0
2021-12-07,254.64,260.63,254.38,256.62,256.62,252948,0.0,1.0
2021-12-06,244.68,255.62,242.23,251.72,251.72,450406,0.0,1.0
2021-12-03,242.11,245.5,238.405,240.45,240.45,313832,0.0,1.0
2021-12-02,229.84,243.3,229.84,241.59,241.59,634667,0.0,1.0
2021-12-01,240.69,244.615,229.11,229.24,229.24,773483,0.0,1.0
2021-11-30,245.18,246.49,233.37,234.91,234.91,491681,0.0,1.0
2021-11-29,251.6,252.7782,245.4753,248.83,248.83,309197,0.0,1.0
2021-11-26,254.73,256.65,241.6301,247.57,247.57,305821,0.0,1.0
2021-11-24,260.32,266.9166,260.13,265.15,265.15,188247,0.0,1.0
2021-11-23,257.81,264.73,257.81,260.86,260.86,173930,0.0,1.0
2021-11-22,261.72,263.86,257.635,257.81,257.81,130386,0.0,1.0
2021-11-19,257.96,262.65,257.07,260.16,260.16,136654,0.0,1.0
2021-11-18,261.76,262.55,258.065,259.7,259.7,214766,0.0,1.0
2021-11-17,264.62,264.62,256.52,260.98,260.98,172083,0.0,1.0
2021-11-16,266.22,270.09,265.85,265.96,265.96,188904,0.0,1.0
2021-11-15,266.45,267.25,264.48,266.22,266.22,144269,0.0,1.0
2021-11-12,266.48,268.32,264.16,264.4,264.4,106150,0.0,1.0
2021-11-11,265.38,269.0,263.88,266.85,266.85,157522,0.0,1.0
