,PVH_Open,PVH_High,PVH_Low,PVH_Close,PVH_Adj Close,PVH_Volume,PVH_Dividend Amount,PVH_Split Coefficient
2023-06-08,84.94,85.46,82.6,84.52,84.3642266015492,810465,0.0,1.0
2023-06-07,83.01,85.75,83.01,85.45,85.2925125781162,1379163,0.0,1.0
2023-06-06,76.36,83.1899,76.36,82.73,82.5775256358988,1634001,0.0375,1.0
2023-06-05,77.09,77.7425,75.58,76.96,76.7833554588307,1276465,0.0,1.0
2023-06-02,78.83,80.53,76.45,77.64,77.4617946702653,3051885,0.0,1.0
2023-06-01,81.0,81.785,76.15,77.82,77.6413815203509,3851741,0.0,1.0
2023-05-31,87.58,87.935,84.92,86.02,85.8225602464737,2116670,0.0,1.0
2023-05-30,89.5,89.7,87.77,89.0,88.7957203201135,1312324,0.0,1.0
2023-05-26,86.67,89.43,86.47,89.01,88.8056973673405,685530,0.0,1.0
2023-05-25,87.47,89.32,85.51,86.95,86.7504256385828,1626518,0.0,1.0
2023-05-24,83.6,85.71,83.15,85.51,85.3137308378978,1170353,0.0,1.0
2023-05-23,85.25,86.205,83.5575,83.7,83.5078852898146,791988,0.0,1.0
2023-05-22,85.43,86.7,84.39,85.91,85.712812726977,570614,0.0,1.0
2023-05-19,86.26,86.605,84.0332,85.47,85.2738226489899,1107678,0.0,1.0
2023-05-18,85.41,87.49,85.23,86.9,86.7005404024479,649637,0.0,1.0
2023-05-17,83.0,85.43,82.98,85.27,85.0742817044503,546707,0.0,1.0
2023-05-16,84.8,85.25,83.15,83.19,82.9990558812387,727117,0.0,1.0
2023-05-15,84.37,86.6,83.74,86.08,85.8824225298356,970165,0.0,1.0
2023-05-12,83.26,84.54,82.84,83.68,83.4879311953606,869365,0.0,1.0
2023-05-11,81.38,83.67,81.31,82.87,82.6797903699753,862384,0.0,1.0
2023-05-10,82.6,82.6,79.5,80.98,80.7941284440763,619985,0.0,1.0
2023-05-09,81.63,81.75,80.49,81.2,81.0136234830698,503408,0.0,1.0
2023-05-08,84.44,84.88,82.66,82.72,82.5301346615706,445521,0.0,1.0
2023-05-05,81.72,83.645,80.85,83.61,83.4180918647718,757185,0.0,1.0
2023-05-04,82.85,83.15,80.0,80.06,79.8762400991942,684007,0.0,1.0
2023-05-03,83.3,84.97,82.47,82.57,82.3804789531659,906779,0.0,1.0
2023-05-02,83.56,84.15,81.87,84.11,83.9169442261207,681358,0.0,1.0
2023-05-01,85.36,86.6,83.93,84.17,83.9768065094826,705293,0.0,1.0
2023-04-28,83.1,85.99,82.87,85.81,85.6130422547072,731739,0.0,1.0
2023-04-27,83.6,83.72,82.0,83.56,83.3682066286369,764469,0.0,1.0
2023-04-26,83.38,83.97,82.4,83.12,82.9292165506498,834825,0.0,1.0
2023-04-25,86.21,86.9,83.305,83.32,83.1287574951894,926450,0.0,1.0
2023-04-24,86.49,88.105,86.26,87.89,87.6882680779188,909489,0.0,1.0
2023-04-21,86.37,87.23,85.37,87.0,86.8003108747177,845306,0.0,1.0
2023-04-20,86.55,88.47,86.25,86.42,86.2216421355529,532382,0.0,1.0
2023-04-19,86.1,87.06,85.77,86.58,86.3812748911846,482113,0.0,1.0
2023-04-18,86.46,87.65,86.46,86.62,86.4211830800925,561634,0.0,1.0
2023-04-17,87.42,88.21,85.99,86.41,86.2116650883259,886483,0.0,1.0
2023-04-14,88.82,89.92,87.58,88.2,87.9975565419552,1109141,0.0,1.0
2023-04-13,88.49,88.49,87.47,87.72,87.5186582750602,793520,0.0,1.0
2023-04-12,89.82,89.87,87.215,87.8,87.598474652876,850670,0.0,1.0
2023-04-11,87.12,88.85,86.765,88.54,88.3367761476725,813686,0.0,1.0
2023-04-10,83.57,87.15,83.54,86.88,86.6805863079939,965376,0.0,1.0
2023-04-06,85.61,85.83,83.13,83.8,83.6076557620844,757204,0.0,1.0
2023-04-05,86.71,87.21,84.75,86.22,86.0221011910133,1094204,0.0,1.0
2023-04-04,90.04,90.65,87.45,87.77,87.5685435111951,753912,0.0,1.0
2023-04-03,89.51,90.225,87.79,88.91,88.7059268950707,1072115,0.0,1.0
2023-03-31,86.75,89.26,86.6,89.16,88.9553530757452,1265014,0.0,1.0
2023-03-30,86.74,87.79,86.05,86.21,86.0121241437863,1336074,0.0,1.0
2023-03-29,90.55,91.07,84.15,85.18,84.9844882794075,2560404,0.0,1.0
2023-03-28,84.9,89.12,82.4,88.36,88.1571892975868,4797521,0.0,1.0
2023-03-27,73.7,74.48,72.39,73.62,73.4510216850197,2561270,0.0,1.0
2023-03-24,72.64,73.175,71.56,72.76,72.5929956234995,1134832,0.0,1.0
2023-03-23,74.35,75.53,72.845,73.86,73.6904708184672,855775,0.0,1.0
2023-03-22,74.25,75.73,73.51,73.54,73.3712053072039,748900,0.0,1.0
2023-03-21,74.78,75.405,73.815,74.39,74.2192543214971,722640,0.0,1.0
2023-03-20,73.36,73.95,71.27,72.51,72.343569442825,681892,0.0,1.0
2023-03-17,72.17,72.99,71.47,72.71,72.5431103873646,1534264,0.0,1.0
2023-03-16,70.21,73.37,69.37,73.13,72.9621463708977,1135875,0.0,1.0
2023-03-15,71.19,71.945,70.26,71.29,71.1263696811336,1339913,0.0,1.0
2023-03-14,74.99,75.32,73.27,73.9,73.7303790073751,716401,0.0,1.0
2023-03-13,72.63,74.18,71.62,72.68,72.5131792456837,1202660,0.0,1.0
2023-03-10,76.58,76.69,73.96,74.99,74.8178771551158,771669,0.0,1.0
2023-03-09,78.72,79.25,76.21,76.48,76.3044571919357,1399630,0.0,1.0
2023-03-08,79.7,80.19,78.34,78.82,78.6390862430488,864774,0.0,1.0
2023-03-07,80.68,81.36,79.655,79.79,79.6068598240658,568912,0.0375,1.0
2023-03-06,83.31,83.41,80.42,80.46,80.2376116181057,947228,0.0,1.0
2023-03-03,83.03,83.295,82.02,83.23,82.9999554433872,593982,0.0,1.0
2023-03-02,79.54,82.5,79.36,82.31,82.0824982884201,609175,0.0,1.0
2023-03-01,80.3,81.4,79.47,80.2,79.9783302482237,746162,0.0,1.0
2023-02-28,79.86,81.26,79.74,80.24,80.018219689744,862346,0.0,1.0
2023-02-27,80.49,80.87,79.11,79.19,78.9711218498358,424533,0.0,1.0
2023-02-24,78.81,80.05,78.34,79.52,79.3002097423784,596429,0.0,1.0
2023-02-23,81.0,81.2425,79.25,80.41,80.1877498162053,481929,0.0,1.0
2023-02-22,78.84,80.77,78.84,80.16,79.9384408067034,640534,0.0,1.0
2023-02-21,81.14,81.92,78.66,78.68,78.4625314704519,782527,0.0,1.0
2023-02-17,81.61,82.65,81.15,82.64,82.4115861809626,479648,0.0,1.0
2023-02-16,82.12,84.08,81.84,82.16,81.9329128827189,532799,0.0,1.0
2023-02-15,80.22,84.43,80.17,83.68,83.4487116604907,994323,0.0,1.0
2023-02-14,80.21,82.39,79.36,81.27,81.045372808892,901635,0.0,1.0
2023-02-13,80.26,81.34,78.8,81.3,81.0752898900322,1032756,0.0,1.0
2023-02-10,80.22,81.18,79.57,80.2,79.9783302482237,939192,0.0,1.0
2023-02-09,84.01,85.08,80.65,81.23,81.0054833673717,1696242,0.0,1.0
2023-02-08,84.59,85.45,78.2,80.29,80.0680814916444,2799295,0.0,1.0
2023-02-07,89.82,89.82,87.31,88.89,88.6443114185113,776637,0.0,1.0
2023-02-06,90.15,91.0,89.02,90.14,89.890856466021,829266,0.0,1.0
2023-02-03,90.64,93.81,89.8,92.06,91.8055496589959,551058,0.0,1.0
2023-02-02,93.18,94.51,91.51,92.35,92.0947481100182,927006,0.0,1.0
2023-02-01,90.02,93.82,89.45,93.09,92.8327027781439,1017560,0.0,1.0
2023-01-31,87.67,90.17,87.67,89.9,89.6515198168991,910219,0.0,1.0
2023-01-30,86.6,88.2,86.575,87.25,87.0088443161785,778039,0.0,1.0
2023-01-27,88.62,89.16,87.81,87.94,87.6969371824039,759605,0.0,1.0
2023-01-26,90.15,90.47,88.295,89.12,88.873675707253,472327,0.0,1.0
2023-01-25,88.64,89.78,87.335,89.0,88.7540073826921,740880,0.0,1.0
2023-01-24,88.77,90.64,88.75,89.7,89.4520726092976,478523,0.0,1.0
2023-01-23,86.62,90.58,86.225,90.12,89.8709117452608,1380068,0.0,1.0
2023-01-20,85.32,88.34,83.695,86.47,86.2310002065324,1548140,0.0,1.0
2023-01-19,83.73,84.505,82.73,83.28,83.0498172452876,761483,0.0,1.0
2023-01-18,87.0,88.09,84.775,85.2,84.9645104382626,963927,0.0,1.0
2023-01-17,85.75,86.84,85.51,86.54,86.300806729193,752102,0.0,1.0
2023-01-13,82.83,86.65,82.3401,86.18,85.9418017555102,1021127,0.0,1.0
2023-01-12,81.9,84.11,81.315,83.66,83.4287669397306,1242088,0.0,1.0
2023-01-11,80.56,83.15,80.21,81.89,81.6636591524568,991004,0.0,1.0
2023-01-10,79.09,80.4,78.39,80.2,79.9783302482237,765010,0.0,1.0
2023-01-09,79.8,80.515,77.8,79.41,79.1905137781975,953024,0.0,1.0
2023-01-06,77.84,80.19,77.65,80.1,79.8786066444229,1229580,0.0,1.0
2023-01-05,74.45,77.46,72.915,76.84,76.6276171605175,1669863,0.0,1.0
2023-01-04,72.45,75.38,72.07,75.28,75.0719289412254,1204094,0.0,1.0
2023-01-03,71.98,73.17,70.775,71.36,71.1627636722349,1262265,0.0,1.0
2022-12-30,69.43,70.705,69.29,70.59,70.394891922969,901163,0.0,1.0
2022-12-29,69.45,71.2,69.3,70.87,70.6741180136111,651268,0.0,1.0
2022-12-28,71.09,71.285,68.74,69.07,68.8790931451971,581977,0.0,1.0
2022-12-27,70.59,71.78,69.74,71.18,70.9832611853935,554605,0.0,1.0
2022-12-23,68.84,70.065,68.47,70.06,69.8663568228248,608723,0.0,1.0
2022-12-22,68.01,69.15,67.37,69.11,68.9189825867174,824529,0.0,1.0
2022-12-21,69.81,70.15,68.451,68.73,68.5400328922745,895826,0.0,1.0
2022-12-20,68.56,69.075,67.36,67.79,67.6026310165472,904288,0.0,1.0
2022-12-19,69.89,69.96,68.1,68.96,68.7693971810163,878792,0.0,1.0
2022-12-16,69.65,70.33,69.05,69.89,69.6968266963635,2383390,0.0,1.0
2022-12-15,70.48,70.97,69.71,70.59,70.394891922969,968882,0.0,1.0
2022-12-14,73.21,73.965,70.8178,72.28,72.0802208272021,976061,0.0,1.0
2022-12-13,76.76,77.76,73.21,73.44,73.2370146312911,1447993,0.0,1.0
2022-12-12,73.27,73.66,71.79,73.12,72.9178990991286,965410,0.0,1.0
2022-12-09,74.76,74.965,73.32,73.41,73.2070975501509,1482060,0.0,1.0
2022-12-08,73.63,75.85,73.14,75.76,75.5506022394692,1508898,0.0,1.0
2022-12-07,71.57,72.94,71.01,72.81,72.6087559273462,1257483,0.0,1.0
2022-12-06,71.72,72.51,70.81,71.63,71.432017402497,1455518,0.0,1.0
2022-12-05,72.0,72.0,69.86,71.17,70.9732888250135,1424540,0.0,1.0
2022-12-02,73.05,74.27,72.06,72.93,72.7284242519071,1397893,0.0,1.0
2022-12-01,74.33,76.39,71.52,73.52,73.3167935143317,2438753,0.0,1.0
2022-11-30,64.98,67.5,64.23,67.18,66.9943170333624,2038633,0.0,1.0
2022-11-29,62.82,65.02,62.77,64.88,64.7006741459445,1100545,0.0375,1.0
2022-11-28,62.31,63.545,61.94,62.39,62.1816160506101,1323757,0.0,1.0
2022-11-25,61.19,63.53,61.19,63.28,63.0686434313609,637199,0.0,1.0
2022-11-23,61.04,61.98,60.73,61.73,61.5238204648848,930807,0.0,1.0
2022-11-22,59.53,61.39,59.09,61.38,61.1749894724547,1082874,0.0,1.0
2022-11-21,59.57,60.06,58.165,58.75,58.5537737293371,662145,0.0,1.0
2022-11-18,61.0,61.765,59.32,60.35,60.1484296947318,629613,0.0,1.0
2022-11-17,58.12,59.82,57.88,59.73,59.5305005081414,766861,0.0,1.0
2022-11-16,59.72,60.35,59.06,59.47,59.2713689137647,910063,0.0,1.0
2022-11-15,61.3,64.26,60.76,61.75,61.5437536644522,1126113,0.0,1.0
2022-11-14,60.35,61.28,58.9,59.23,59.0321705189555,1294168,0.0,1.0
2022-11-11,56.95,62.66,56.835,61.72,61.5138538651011,1411157,0.0,1.0
2022-11-10,53.87,57.0,53.24,56.25,56.0621237834079,1422908,0.0,1.0
2022-11-09,51.75,52.67,50.09,50.24,50.072197313394,1008088,0.0,1.0
2022-11-08,53.37,54.335,52.02,52.61,52.4342814621349,978633,0.0,1.0
2022-11-07,53.66,53.66,51.68,52.78,52.6037136584581,884539,0.0,1.0
2022-11-04,52.31,53.75,51.72,52.92,52.7432460554301,857988,0.0,1.0
2022-11-03,49.48,51.31,48.405,50.88,50.7100596995519,699873,0.0,1.0
2022-11-02,51.9,52.305,49.67,49.7,49.5340009250733,755452,0.0,1.0
2022-11-01,52.95,53.64,51.02,52.31,52.1352834686234,792591,0.0,1.0
2022-10-31,51.61,51.89,50.91,51.32,51.1485900900354,818209,0.0,1.0
2022-10-28,51.55,52.67,50.975,52.33,52.1552166681908,773388,0.0,1.0
2022-10-27,52.63,53.23,51.2,51.5,51.3279888861423,938997,0.0,1.0
2022-10-26,51.53,53.98,50.95,52.35,52.1751498677583,983349,0.0,1.0
2022-10-25,49.1,52.26,49.1,52.0,51.8263188753282,1122263,0.0,1.0
2022-10-24,49.1,49.38,48.08,49.05,48.8861719391317,1038843,0.0,1.0
2022-10-21,47.18,49.11,46.76,49.04,48.876205339348,970097,0.0,1.0
2022-10-20,48.39,49.845,46.94,47.15,46.9925179802255,1259726,0.0,1.0
2022-10-19,49.23,49.99,47.58,48.21,48.0489775572994,947615,0.0,1.0
2022-10-18,51.2,51.87,49.65,50.05,49.8828319175034,893882,0.0,1.0
2022-10-17,50.42,50.77,49.19,49.64,49.474201326371,748648,0.0,1.0
2022-10-14,49.91,50.18,48.385,48.81,48.6469735443225,1094114,0.0,1.0
2022-10-13,47.62,49.94,46.48,49.2,49.0356709358874,870826,0.0,1.0
2022-10-12,48.23,49.6,47.5,48.77,48.6071071451876,1339402,0.0,1.0
2022-10-11,46.94,49.23,46.66,48.17,48.0091111581646,1709929,0.0,1.0
2022-10-10,47.88,48.125,46.07,46.8,46.6436869877954,1000811,0.0,1.0
2022-10-07,48.11,48.75,47.23,47.63,47.4709147698439,1071125,0.0,1.0
2022-10-06,50.04,51.09,49.105,49.62,49.4542681268035,1047678,0.0,1.0
2022-10-05,48.67,50.87,48.465,50.58,50.4110617060404,1118817,0.0,1.0
2022-10-04,48.77,49.82,48.57,49.75,49.5838339239919,1253979,0.0,1.0
2022-10-03,45.89,47.34,44.775,46.79,46.6337203880116,1101035,0.0,1.0
2022-09-30,45.16,46.4,43.49,44.8,44.650367031052,1506430,0.0,1.0
2022-09-29,46.82,47.09,45.55,46.45,46.2948559953653,1212506,0.0,1.0
2022-09-28,46.71,48.52,46.69,48.21,48.0489775572994,1350467,0.0,1.0
2022-09-27,47.12,47.8,45.6731,46.36,46.2051565973118,1540919,0.0,1.0
2022-09-26,47.94,48.82,46.05,46.08,45.9260918033677,1753045,0.0,1.0
2022-09-23,49.75,50.18,47.7579,48.51,48.347975550811,1580177,0.0,1.0
2022-09-22,52.51,52.93,50.78,50.96,50.7897924978216,1130907,0.0,1.0
2022-09-21,53.86,54.94,52.5,52.51,52.3346154642977,1034839,0.0,1.0
2022-09-20,53.93,55.58,52.98,53.76,53.5804404372624,1585295,0.0,1.0
2022-09-19,53.64,56.31,53.59,54.98,54.7963656108758,1782644,0.0,1.0
2022-09-16,53.9,56.11,53.57,54.41,54.228269423204,14008862,0.0,1.0
2022-09-15,55.04,56.97,54.52,54.61,54.4276014188783,1744793,0.0,1.0
2022-09-14,57.33,57.523,54.84,55.48,55.2946956000617,1860510,0.0,1.0
2022-09-13,58.66,59.79,56.93,57.31,57.1185833604819,1440451,0.0,1.0
2022-09-12,61.41,62.69,61.13,61.3,61.0952566741849,1442742,0.0,1.0
2022-09-09,58.65,60.85,58.65,60.59,60.387628089541,1628116,0.0,1.0
2022-09-08,55.65,58.07,55.02,57.88,57.6866795481537,1623266,0.0,1.0
2022-09-07,53.32,56.96,53.03,56.45,56.2614557790822,2280116,0.0,1.0
2022-09-06,55.15,57.94,53.18,53.84,53.6601732355321,1967776,0.0375,1.0
2022-09-02,56.74,57.24,54.22,54.58,54.3598395470343,1747235,0.0,1.0
2022-09-01,55.75,56.41,53.25,55.87,55.6446360478711,2473478,0.0,1.0
2022-08-31,59.99,61.07,56.21,56.25,56.0231032341642,3966821,0.0,1.0
2022-08-30,63.75,64.415,62.26,62.84,62.5865210175089,1601339,0.0,1.0
2022-08-29,63.15,64.6,62.62,63.16,62.9052302270188,905409,0.0,1.0
2022-08-26,68.01,68.17,64.0,64.03,63.7717208903739,1186766,0.0,1.0
2022-08-25,66.24,69.06,65.86,67.72,67.4468364625351,712016,0.0,1.0
2022-08-24,65.21,66.36,64.1502,66.08,65.8134517637968,661542,0.0,1.0
2022-08-23,64.69,67.35,64.405,65.44,65.1760333447769,692547,0.0,1.0
2022-08-22,65.6,65.6733,63.93,64.01,63.7518015647795,796543,0.0,1.0
2022-08-19,69.63,69.93,66.94,67.5,67.227723880997,666970,0.0,1.0
2022-08-18,70.24,70.42,69.0,70.2,69.9168328362369,667521,0.0,1.0
2022-08-17,69.38,71.07,68.69,70.39,70.1060664293834,1163982,0.0,1.0
2022-08-16,68.11,71.35,68.11,70.98,70.6936865344173,1213244,0.0,1.0
2022-08-15,67.99,69.035,67.77,68.49,68.2137304979183,515297,0.0,1.0
2022-08-12,69.42,69.435,67.67,68.97,68.6917943121832,884304,0.0,1.0
2022-08-11,66.95,69.33,66.83,68.77,68.4926010562395,960145,0.0,1.0
2022-08-10,65.71,67.2,65.275,65.64,65.3752266007206,1091765,0.0,1.0
2022-08-09,65.9,65.99,62.37,63.45,63.1940604481372,960966,0.0,1.0
2022-08-08,65.51,68.2,65.45,66.36,66.0923223221179,1343350,0.0,1.0
2022-08-05,63.19,65.16,63.03,64.38,64.1203090882754,1337019,0.0,1.0
2022-08-04,62.92,63.81,62.52,63.73,63.4729310064584,965302,0.0,1.0
2022-08-03,62.14,63.67,61.65,63.03,62.7757546106554,820885,0.0,1.0
2022-08-02,61.32,61.8592,60.54,61.2,60.9531363187706,858642,0.0,1.0
2022-08-01,61.61,62.832,60.48,62.23,61.9789815868806,1039867,0.0,1.0
2022-07-29,61.84,61.97,60.74,61.92,61.6702320401679,938012,0.0,1.0
2022-07-28,60.58,61.75,59.32,61.65,61.4013211446439,970481,0.0,1.0
2022-07-27,58.58,60.08,57.76,60.08,59.8376540854859,1425980,0.0,1.0
2022-07-26,59.72,59.94,57.82,58.03,57.7959232120631,1194425,0.0,1.0
2022-07-25,62.38,62.38,61.17,61.75,61.5009177726158,627081,0.0,1.0
2022-07-22,62.5,63.56,61.52,61.93,61.6801917029651,735400,0.0,1.0
2022-07-21,61.58,62.56,60.49,62.54,62.2877311335934,1050087,0.0,1.0
2022-07-20,61.66,63.53,61.39,63.4,63.1442621341513,1235304,0.0,1.0
2022-07-19,58.61,62.48,57.865,61.86,61.6104740633848,1302141,0.0,1.0
2022-07-18,58.23,59.28,57.0,57.18,56.9493518743024,1377081,0.0,1.0
2022-07-15,56.1,56.99,55.06,56.97,56.7401989555615,1321170,0.0,1.0
2022-07-14,55.72,56.6,54.88,55.12,54.8976613380823,1632553,0.0,1.0
2022-07-13,55.92,57.5,55.38,57.17,56.9393922115052,774816,0.0,1.0
2022-07-12,56.06,57.96,56.06,57.08,56.8497552463305,910111,0.0,1.0
2022-07-11,57.37,57.71,55.83,56.4,56.1724981761219,1026417,0.0,1.0
2022-07-08,58.78,58.88,56.97,58.28,58.0449147819927,977651,0.0,1.0
2022-07-07,57.03,58.98,56.3,58.68,58.4433012938801,1181612,0.0,1.0
2022-07-06,57.09,58.08,55.26,56.0,55.7741116642346,1018057,0.0,1.0
2022-07-05,55.45,57.695,54.57,57.48,57.2481417582179,917252,0.0,1.0
2022-07-01,56.49,57.2,54.71,56.8,56.5708846880093,1177398,0.0,1.0
2022-06-30,56.76,57.83,55.54,56.9,56.6704813159812,1037261,0.0,1.0
2022-06-29,60.64,60.64,57.36,58.31,58.0747937703842,986077,0.0,1.0
2022-06-28,62.93,63.83,60.66,60.81,60.5647094696804,1149327,0.0,1.0
2022-06-27,63.43,63.655,61.85,62.0,61.7499093425454,1198271,0.0,1.0
2022-06-24,62.57,64.09,62.365,63.35,63.0944638201653,1364956,0.0,1.0
2022-06-23,60.4,61.8,60.01,61.57,61.3216438422665,1137476,0.0,1.0
2022-06-22,59.59,61.06,59.565,59.8,59.5587835271647,1783441,0.0,1.0
2022-06-21,62.98,63.56,60.43,60.53,60.2858389113592,1056965,0.0,1.0
2022-06-17,58.97,61.729,58.6,61.56,61.3116841794693,2709709,0.0,1.0
2022-06-16,61.48,61.56,57.82,58.82,58.5827365730406,1842519,0.0,1.0
2022-06-15,62.68,64.405,62.22,63.4,63.1442621341513,1751851,0.0,1.0
2022-06-14,61.51,62.65,61.045,61.64,61.3913614818467,1694861,0.0,1.0
2022-06-13,63.21,63.84,60.54,61.1,60.8535396907988,1796285,0.0,1.0
2022-06-10,65.67,66.97,65.0,65.62,65.3553072751263,1321377,0.0,1.0
2022-06-09,70.48,70.48,67.65,67.7,67.4269171369407,1241153,0.0,1.0
2022-06-08,69.89,71.42,69.215,70.62,70.3351386737186,1237587,0.0,1.0
2022-06-07,68.65,71.53,68.65,70.84,70.5542512552567,1275217,0.0375,1.0
2022-06-06,72.01,72.615,70.67,71.07,70.7458733266706,1299590,0.0,1.0
2022-06-03,70.08,72.18,70.08,71.96,71.6318143321685,1503472,0.0,1.0
2022-06-02,73.95,74.32,71.52,72.47,72.1394883914988,3071781,0.0,1.0
2022-06-01,72.37,74.37,70.05,71.11,70.7856908999514,1915558,0.0,1.0
2022-05-31,70.36,71.71,69.03,70.87,70.5467854602666,1707321,0.0,1.0
2022-05-27,69.8,70.86,69.68,70.76,70.4372871337443,1345670,0.0,1.0
2022-05-26,67.26,70.6,67.26,69.98,69.6608444547687,1538403,0.0,1.0
2022-05-25,61.31,66.265,61.23,65.72,65.4202729003629,1139051,0.0,1.0
2022-05-24,62.98,62.98,60.35,62.28,61.9959615982136,1332970,0.0,1.0
2022-05-23,65.37,66.025,63.52,64.21,63.9171595090125,1068309,0.0,1.0
2022-05-20,65.8,65.8,62.21,64.87,64.5741494681458,1162337,0.0,1.0
2022-05-19,64.42,65.93,63.71,64.49,64.1958825219781,1282496,0.0,1.0
2022-05-18,67.04,69.0,65.295,65.48,65.1813674606781,1588907,0.0,1.0
2022-05-17,69.36,70.57,67.335,69.25,68.934173742394,1221564,0.0,1.0
2022-05-16,67.39,68.61,66.41,67.0,66.6944352453487,1172494,0.0,1.0
2022-05-13,65.03,68.465,65.03,67.95,67.6401026107678,1230538,0.0,1.0
2022-05-12,64.97,68.22,62.72,64.5,64.2058369152983,2227159,0.0,1.0
2022-05-11,66.2,67.19,64.4,64.48,64.1859281286579,3947319,0.0,1.0
2022-05-10,67.97,67.99,65.045,66.01,65.7089503066487,2617442,0.0,1.0
2022-05-09,66.52,68.56,65.72,67.0,66.6944352453487,3011979,0.0,1.0
2022-05-06,66.23,69.05,64.64,67.73,67.4211059577234,2260749,0.0,1.0
2022-05-05,71.03,71.74,65.65,66.8,66.4953473789446,2405032,0.0,1.0
2022-05-04,72.7,73.12,68.55,72.46,72.1295339981786,3557479,0.0,1.0
2022-05-03,74.58,75.577,72.15,73.01,72.6770256307896,1244948,0.0,1.0
2022-05-02,73.0,74.8,72.05,74.77,74.4289988551451,1283328,0.0,1.0
2022-04-29,74.7,76.11,72.63,72.78,72.448074584425,844817,0.0,1.0
2022-04-28,74.19,75.24,72.67,74.81,74.4688164284259,896686,0.0,1.0
2022-04-27,71.83,73.96,71.76,72.65,72.3186674712624,1062442,0.0,1.0
2022-04-26,74.72,75.37,72.46,72.51,72.1793059647796,883990,0.0,1.0
2022-04-25,74.07,76.24,73.55,76.19,75.8425227066136,934490,0.0,1.0
2022-04-22,77.25,78.225,74.96,75.29,74.9466273077955,936456,0.0,1.0
2022-04-21,81.33,81.61,77.58,78.32,77.9628084838165,1069450,0.0,1.0
2022-04-20,80.88,81.62,79.01,79.52,79.1573356822407,1189770,0.0,1.0
2022-04-19,76.82,80.79,76.78,80.05,79.6849185282113,1429072,0.0,1.0
2022-04-18,79.99,80.905,76.62,77.04,76.6886461388308,1787191,0.0,1.0
2022-04-14,81.43,83.4,79.17,79.34,78.9781566024771,2437501,0.0,1.0
2022-04-13,79.42,82.065,78.5,80.7,80.3319540940244,2612531,0.0,1.0
2022-04-12,76.02,78.4,76.02,76.6,76.2506528327419,1881927,0.0,1.0
2022-04-11,72.14,76.26,71.89,75.0,74.6579499015097,2198752,0.0,1.0
2022-04-08,71.5,73.685,70.355,72.84,72.5078009443462,1656833,0.0,1.0
2022-04-07,71.96,72.29,69.145,71.58,71.2535473860008,1989037,0.0,1.0
2022-04-06,72.52,72.71,69.7,71.51,71.1838666327594,1912121,0.0,1.0
2022-04-05,76.83,77.76,73.555,73.6,73.2643348366815,1782814,0.0,1.0
2022-04-04,76.75,78.88,75.4944,78.06,77.7039942574913,1790714,0.0,1.0
2022-04-01,77.49,78.45,75.07,77.19,76.8379620386338,3092814,0.0,1.0
2022-03-31,80.1,81.29,76.48,76.61,76.2606072260621,4104833,0.0,1.0
2022-03-30,86.49,88.22,81.91,82.69,82.3128783647445,3226928,0.0,1.0
2022-03-29,87.12,89.3,86.21,88.48,88.076472097141,1690833,0.0,1.0
2022-03-28,83.9,84.41,82.04,84.31,83.9254900826171,1727959,0.0,1.0
2022-03-25,82.17,83.925,81.57,83.72,83.3381808767252,1582628,0.0,1.0
2022-03-24,80.88,82.17,80.1,81.49,81.1183511663203,1334723,0.0,1.0
2022-03-23,80.49,81.51,79.8,80.17,79.8043712480538,1438191,0.0,1.0
2022-03-22,82.84,84.0,80.41,81.54,81.1681231329213,1013476,0.0,1.0
2022-03-21,83.36,83.66,80.675,81.25,80.8794457266355,1025856,0.0,1.0
2022-03-18,80.97,84.02,80.22,83.73,83.3481352700454,1724312,0.0,1.0
2022-03-17,79.38,82.69,78.94,81.95,81.5762532590496,1348819,0.0,1.0
2022-03-16,76.545,83.07,76.545,80.69,80.3219997007042,1706106,0.0,1.0
2022-03-15,73.59,76.5,73.3,75.03,74.6878130814703,1735364,0.0,1.0
2022-03-14,72.96,74.88,72.02,72.48,72.149442784819,1252499,0.0,1.0
2022-03-11,75.51,75.73,72.46,72.52,72.1892603580998,1251664,0.0,1.0
2022-03-10,73.15,77.0,72.65,74.26,73.9213247958148,1380682,0.0375,1.0
2022-03-09,73.67,77.5,73.495,75.36,74.9784452587584,2081448,0.0,1.0
2022-03-08,67.74,72.3039,66.84,69.35,68.9988744518962,2856299,0.0,1.0
2022-03-07,77.86,78.31,66.1,66.99,66.6508233530285,3702392,0.0,1.0
2022-03-04,86.84,87.33,78.33,79.16,78.7592055026979,2208519,0.0,1.0
2022-03-03,94.03,94.03,88.8,89.52,89.0667518519646,1135902,0.0,1.0
2022-03-02,90.08,94.87,89.47,94.1,93.623562882818,1588334,0.0,1.0
2022-03-01,97.32,97.71,88.9,89.44,88.9871568994606,1983553,0.0,1.0
2022-02-28,98.11,99.04,96.7,97.89,97.3943737576946,1139669,0.0,1.0
2022-02-25,97.65,100.67,96.395,100.2,99.6926780112473,786393,0.0,1.0
2022-02-24,94.01,97.21,93.655,97.16,96.6680698160956,1194643,0.0,1.0
2022-02-23,99.77,100.2,96.863,97.44,96.9466521498596,769914,0.0,1.0
2022-02-22,99.58,101.29,98.15,98.67,98.1704245446085,1382533,0.0,1.0
2022-02-18,98.43,101.46,98.43,100.13,99.6230324278063,1126703,0.0,1.0
